,description,place,charged_amount,label,label_id
2848,Incision of tissue of forearm and/or wrist muscle compartment,F,3333.35,High,4
2857,Anesthesia for procedure in lower abdominal cavity and rectum including use of an endoscope,F,2750.65,High,4
2860,Incision to improve eye fluid flow,F,2689.13,High,4
2872,Insertion of implants to block both fallopian tubes using an endoscope,F,4315.61,High,4
2876,Placement of spinal cord graft,F,3852.63,High,4
2878,Creation of connection between two segments of small bowel,F,3526.22,High,4
2880,Eyelid procedure,F,3475.19,High,4
2881,Removal of cartilage attaching the tongue,F,4230.96,High,4
2894,Bypass of diseased or blocked artery (chest to arm artery),F,3309.22,High,4
2904,Closure of abnormal drainage tract within small bowel or small to large bowel,F,4020.33,High,4
2921,Harvest of rib cartilage for grafting,F,3585.84,High,4
2923,Removal of kidney stone,F,2816.12,High,4
2926,"Insertion of anterior spinal instrumentation for spinal stabilization, 2 to 3 vertebral segments",F,3171.44,High,4
2928,Vaginal removal of uterus (greater than 250 grams),F,2935.13,High,4
2930,"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",F,3417.92,High,4
2943,Release and/or relocation of cranial nerve,F,2702.14,High,4
2947,Removal of kidney stone,F,3034.28,High,4
2954,Removal of mastoid bone,F,3619.97,High,4
2955,Bypass of diseased or blocked artery (arm to opposite arm artery),F,3030.23,High,4
2958,Repair of ligament of hand or finger joint,F,2998.61,High,4
2962,Partial removal of shin bone,F,3161.06,High,4
2965,Open treatment of broken wrist,F,3662.42,High,4
2969,Removal of upper arm bone cyst or growth,F,2889.21,High,4
2971,Insertion of tube for kidney drainage,F,3855.53,High,4
2972,"Removal of tonsils, tissue, muscle, and bone",F,3261.21,High,4
2974,Insertion of implant outside eye muscles,F,3403.86,High,4
2977,Open treatment of broken thigh bone,F,3254.01,High,4
2979,Removal of thyroid,F,3652.14,High,4
2993,Removal of diseased or fractured portion of lower jaw bone,F,3018.51,High,4
2995,Repair of blood vessel of leg with graft,F,2781.65,High,4
2996,Open treatment of broken nasal bone and nasal cartilage,F,3459.64,High,4
2998,Repair of esophageal defect with repair of abnormal drainage tract,F,3310.53,High,4
3003,Repair of diseased or ruptured bulging (aneurysm) artery of groin,F,4351.23,High,4
3009,Partial removal of large bowel,F,4228.4,High,4
3013,"Abdominal removal of uterus (greater than 250 grams), tubes, and/or ovaries using an endoscope",F,3708.64,High,4
3014,"Treatment of broken lower and upper cheek bones with manipulation, accessed through the skin",F,3248.95,High,4
3026,Removal of augmentation device from sphincter of esophagus,F,2760.34,High,4
3036,Suture of facial nerve outside skull,F,3730.24,High,4
3042,Release of ligaments at outer aspect of knee joint using an endoscope,F,3526.28,High,4
3045,Removal of blood clot and portion of artery of lower leg,F,3357.22,High,4
3050,Repair of upper eyelid muscle to correct drooping or paralysis,F,2937.41,High,4
3056,"Revision of arterial bypass of leg with placement of vein patch, open procedure",F,2750.83,High,4
3064,Removal of total salivary gland growth or salivary gland with release of facial nerve,F,3922.02,High,4
3065,Opening of inner ear canal,F,2810.68,High,4
3067,Removal of infected skull bone,F,4078.15,High,4
3069,Destruction of pathway of abnormal heart beats,F,3183.79,High,4
3070,Open treatment of fracture at roof of mouth or cheek bone,F,2892.09,High,4
3074,Examination of lung airways with repair of air leak using an endoscope,F,3614.37,High,4
3084,Removal of lip with skin flap repair,F,3111.75,High,4
3086,Removal of eye contents and orbital bone,F,4396.64,High,4
3089,Removal of air sac of lung,F,3543.85,High,4
3102,Repair of defect or perforation of eardrum,F,2659.01,High,4
3105,Repair of muscle at lower esophagus and stomach,F,3118.22,High,4
3106,"Incision of tendon to repair elbow joint, accessed through the skin",F,2754.35,High,4
3107,Repair of finger tendon with graft,F,3966.86,High,4
3108,Removal of elbow or upper forearm bone cyst or growth,F,2925.84,High,4
3116,Repair of non-healed shin bone with shin bone graft,F,3466.29,High,4
3138,Reconstruction of conjunctiva,F,2870.02,High,4
3146,Removal (less than 5 centimeters) tissue growth of leg or ankle,F,3191.78,High,4
3153,Repair of tendon ligament with tendon or tissue graft,F,3355.99,High,4
3157,Repair of narrowed area of windpipe cartilage,F,4421.46,High,4
3162,Revision of previous mastoid surgery with removal of remaining mastoid bone,F,3492.25,High,4
3163,Repair of esophagus using an endoscope,F,3817.48,High,4
3171,Open treatment of broken forearm bone,F,2703.84,High,4
3174,Removal or scraping of cyst or growth of either bone of lower leg,F,3130.01,High,4
3175,Evaluation and insertion of catheters for creation of complete heart block,F,2770.24,High,4
3177,Repair of knee cap,F,2983.85,High,4
3178,Open treatment of fracture of lower weight bearing joint of both lower leg bones,F,3814.98,High,4
3186,Incision of hip joint with exploration or removal of loose or foreign body,F,3041.29,High,4
3198,Removal or scraping of bone cyst or growth of heel bone with graft from hip or other bone,F,3085.81,High,4
3201,Removal of spleen,F,3344.5,High,4
3211,Removal of pressure sore and bone at hip bone in preparation of muscle flap or skin graft,F,3864.28,High,4
3221,Creation of small bowel opening using an endoscope,F,3263.35,High,4
3224,Shock wave crushing of kidney stones,F,3845.89,High,4
3235,Removal of malignant growth of jaw bone,F,4465.69,High,4
3236,Repair of knee cap with insertion of prosthesis,F,3324.46,High,4
3244,Incision or removal of nerve outside of pelvis,F,2849.79,High,4
3247,"Placement of stent of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",F,2868.19,High,4
3252,Repair of disruption of both collateral ligaments of ankle,F,2680.13,High,4
3254,Incision of spine bone with removal of disc at middle spinal column,F,3395.98,High,4
3262,Removal of prosthesis of shoulder,F,4017.45,High,4
3269,Incision of nasal sinus with placement of bone graft,F,4123.97,High,4
3272,Open treatment of broken ankle,F,2702.74,High,4
3274,Repair of esophagus using an endoscope,F,2889.5,High,4
3276,Procedure on fallopian tube or ovary using an endoscope,F,4306.19,High,4
3279,Repair of kidney using an endoscope,F,3334.66,High,4
3286,Removal or repair of wrist joint lining using an endoscope,F,3752.67,High,4
3287,"Fragmenting, aspiration, and removal of lens material",F,2651.13,High,4
3288,Release of collar bone and shoulder ligament,F,2999.54,High,4
3292,Removal of kidney foreign body or stone using an endoscope,F,3694.16,High,4
3296,Removal of excessive skin of lower eyelid and fat around eye,F,3539.14,High,4
3298,Repair of knee joint using an endoscope,F,3759.79,High,4
3299,Bypass of diseased or blocked artery (upper leg to lower thigh artery),F,3603.91,High,4
3303,Partial removal of bone and/or release of sacral spinal cord or spinal nerves,F,3385.2,High,4
3315,Insertion of stent in urinary duct (ureter),F,2823.15,High,4
3331,Removal of wrist bone cyst or growth with donor bone graft,F,2924.2,High,4
3332,"Insertion of anterior spinal instrumentation for spinal stabilization, 2 to 3 vertebral segments",F,3157.8,High,4
3339,Open treatment of broken nasal bone and/or insertion of hardware,F,3029.49,High,4
3349,Removal of spleen,F,3387.01,High,4
3355,Removal of kidney and urinary duct (ureter) with partial removal of bladder,F,3677.19,High,4
3369,Repair of trapped hernia using an endoscope,F,2959.34,High,4
3371,Exploration of spinal fusion,F,3589.69,High,4
3388,Incision of bone of hand,F,2727.04,High,4
3390,Removal of blood flow assist device and repair of aorta,F,2955.28,High,4
3391,Anesthesia for removal of urinary bladder,F,3503.02,High,4
3402,Bypass of diseased or blocked artery (upper leg to lower leg arteries),F,3231.55,High,4
3422,Repair of floor of finger joint,F,3212.14,High,4
3428,Partial removal of hip or pelvic bone,F,3298.08,High,4
3429,Repair of ruptured spleen,F,3268.06,High,4
3440,Repair of hernia of muscle at esophagus and stomach with implantation of mesh using an endoscope,F,4505.26,High,4
3441,Revision of attachment of stomach to small bowel,F,4430.59,High,4
3442,Partial removal of vaginal wall and surrounding tissue,F,3683.64,High,4
3457,Repair of eardrum and ear canal with opening to ear bones,F,4285.96,High,4
3465,Repair of blood vessel of chest with vein graft on heart-lung machine,F,3511.25,High,4
3498,Transplant of tendon to palm,F,3643.94,High,4
3499,Examination of uterus with destruction of uterine lining using an endoscope,F,3763.52,High,4
3501,Open treatment of broken cheek bones with insertion of internal hardware,F,4071.45,High,4
3502,Removal of permanent pacemaker venous electrodes,F,2773.27,High,4
3506,Relocation of patient skin (20 sq centimeters or less) to trunk,F,2795.55,High,4
3514,Open treatment of knee cap fracture with insertion of hardware and/or removal of knee cap,F,2717.78,High,4
3534,Connection to bladder of lower portion of urinary duct (ureter),F,3568.81,High,4
3539,Open treatment of growth plate or broken upper arm bone at elbow,F,2993.97,High,4
3541,"Fixation of rectum to sacrum with removal of large bowel, open abdominal procedure",F,3060.97,High,4
3543,Repair of dislocating knee cap,F,2875.38,High,4
3544,Partial removal of small bowel using an endoscope,F,4002.61,High,4
3552,Destruction of pathway of abnormal heart beats on heart-lung machine,F,3773.2,High,4
3555,Partial removal of hip or pelvic bone,F,3309.93,High,4
3559,Repair of abnormal heart artery on heart-lung machine,F,3109.51,High,4
3566,Repair of abnormal heart artery with diversion of blood flow,F,4122.98,High,4
3568,Plastic repair of nasal and lip deformity present at birth,F,4210.8,High,4
3577,Open treatment of broken nasal bone,F,2783.22,High,4
3579,Removal of nasal sinus growths,F,2850.78,High,4
3584,Repair of (less than 5 centimeter diameter) spinal cord defect,F,4048.91,High,4
3586,Removal of abnormally thickened tissue in penis with up to 5 centimeter graft,F,2844.23,High,4
3588,Removal of growth of pancreas,F,3027.95,High,4
3593,Inner ear procedure,F,3267.6,High,4
3597,Examination of abdominal cavity with removal or biopsy of abdominal lining or lymph nodes,F,3261.31,High,4
3604,Open treatment of broken forearm bone at elbow,F,2707.56,High,4
3609,Partial removal of large bowel and reattachment to rectum,F,4458.21,High,4
3614,Repair of non-healed shin bone with insertion of hardware,F,4145.37,High,4
3626,Replacement or revision of brain fluid drainage shunt valve or catheter,F,3833.66,High,4
3627,Anesthesia for procedure on windpipe and lung airway,F,2812.07,High,4
3636,Removal of (less than 5 centimeters) growth of neck or front of chest,F,3073.57,High,4
3638,"Procedure on abdomen, muscle or bone",F,3218.39,High,4
3657,Suture of aorta to chest bone,F,3151.23,High,4
3664,Partial removal of spine bone and growth at upper spinal column,F,3601.51,High,4
3670,Open treatment of dislocated wrist bone,F,2797.48,High,4
3671,Removal of vein segment due to nonfunctioning valves,F,3886.31,High,4
3676,Repair of muscle at lower esophagus and stomach,F,3016.83,High,4
3686,"Suture of multiple small bowel ulcers, defects, wounds, injuries, or rupture",F,4058.04,High,4
3687,Fusion of finger joint with bone graft,F,3682.78,High,4
3690,Implantation of neurostimulator electrodes,F,4357.5,High,4
3692,Aspiration and/or drainage of blood accumulation in brain,F,3676.58,High,4
3699,Repair of diseased or ruptured bulging (aneurysm) artery of upper thigh,F,3530.42,High,4
3703,Fusion of ankle joint,F,3700.44,High,4
3708,Removal and replacement of infected components of inflatable penile prosthesis,F,3041.48,High,4
3715,Removal of blood clot and injections (accessed through the skin) to dissolve blood clot from veins using fluoroscopic guidance,F,3010.49,High,4
3719,Repair of dislocating lower leg tendons,F,2831.84,High,4
3720,Removal of sacral spine bone and growth,F,4156.0,High,4
3723,Insertion of material to stop growth of nasal sinus lining,F,3665.08,High,4
3724,Removal of growth of peripheral nerve,F,2882.25,High,4
3736,Fusion of foot joint,F,2755.2,High,4
3740,Repair of bladder and/or bladder canal (urethra),F,3278.03,High,4
3741,Open treatment of broken forearm bone at elbow with prosthetic replacement,F,2717.78,High,4
3747,"Insertion of hardware to broken finger or thumb with manipulation, accessed through the skin",F,2797.38,High,4
3752,"Fusion of middle spine bones, posterior or posterolateral approach",F,4489.65,High,4
3758,Removal of total salivary gland growth or salivary gland with release of facial nerve,F,4051.02,High,4
3763,Partial removal of salivary gland growth with release of facial nerve,F,3485.28,High,4
3767,Tying inferior vena cava,F,3825.52,High,4
3774,Insertion of catheters into main and accessory arteries of one kidney for imaging including radiological supervision and interpretation,F,2652.25,High,4
3789,Removal of kidney stone,F,2917.19,High,4
3790,Appendix procedure using an endoscope,F,2690.19,High,4
3794,Partial removal of bone and/or release of lower spinal cord or spinal nerves,F,4327.67,High,4
3796,Repair of muscle at esophagus and stomach using an endoscope,F,2937.33,High,4
3800,"Removal of kidney, lymph nodes, and/or blood clot from major vein (vena cava) with partial removal of urinary duct (ureter), open procedure",F,3831.81,High,4
3801,Removal and repair of large bone defect of shin or ankle using an endoscope,F,3596.8,High,4
3806,Anesthesia for procedure on esophagus,F,4004.66,High,4
3809,Bypass of diseased or blocked artery (upper leg to lower leg arteries),F,3665.45,High,4
3811,"Amputation at upper arm bone, open procedure",F,3275.76,High,4
3813,Closure of large or small bowel opening with bowel removal and reattachment of large bowel and rectum,F,4096.85,High,4
3821,Open treatment of hip socket fracture with insertion of hardware,F,3553.25,High,4
3833,Repair of diseased or ruptured bulging (aneurysm) artery of neck or upper chest,F,3488.87,High,4
3852,Balloon catheter enlargement of opening between two upper heart chambers,F,4204.68,High,4
3864,Amputation of thigh through thigh bone,F,2669.79,High,4
3871,Repair of knee cap,F,2747.29,High,4
3873,Repair of knee joint with bone graft using an endoscope,F,3574.62,High,4
3877,Placement of (more than 4 centimeter length) hand or foot nerve graft,F,4048.91,High,4
3881,Removal of nasal sinus,F,3247.87,High,4
3884,Open treatment of broken thigh bone,F,3274.06,High,4
3885,Partial removal of spine bone and growth at upper spinal column,F,2680.21,High,4
3896,Closed treatment of broken and/or dislocated spine bones with casting and/or bracing with manipulation,F,2718.63,High,4
3899,Transplantation of tissue from one cornea to other cornea,F,4290.51,High,4
3906,Removal of eyeball with implant attached to muscles,F,3404.95,High,4
3912,Repair of dislocating knee cap,F,2692.75,High,4
3925,Repair of tendon or muscle of upper arm or elbow,F,3395.92,High,4
3936,Extensive removal of shoulder joint tissue using an endoscope,F,3616.94,High,4
3944,Fusion of finger joint,F,3055.53,High,4
3951,Open treatment of broken wrist bone,F,3030.21,High,4
3957,Removal of lymph nodes at groin and pelvis,F,3202.23,High,4
3960,Insertion of great vessel graft,F,4365.95,High,4
3967,Lengthening of roof of mouth,F,2980.34,High,4
3986,Transplant of tendon to palm,F,3538.02,High,4
3999,"Insertion of central venous catheter and implanted device for infusion beneath the skin, patient younger than 5 years",F,3064.46,High,4
4001,Correction of bunion,F,3156.54,High,4
4019,"Suture of small bowel for perforated ulcer, pouch, wound, injury or rupture",F,3648.05,High,4
4021,Repair of defect of roof of mouth,F,2972.6,High,4
4022,Removal of blood clot in artery,F,4082.36,High,4
4031,Repair of muscle at lower esophagus and stomach,F,3395.39,High,4
4035,Removal (less than 5 centimeters) tissue growth of shoulder area,F,3671.39,High,4
4042,"Balloon dilation of artery in one side of groin, endovascular, accessed through the skin or open procedure",F,2896.7,High,4
4044,Closure of abnormal drainage tract of small bowel,F,4008.61,High,4
4051,Incision of elbow with removal of joint capsule,F,2782.24,High,4
4052,Evaluation and management service,F,2907.23,High,4
4058,Revision of one component of total knee joint prosthesis,F,4337.46,High,4
4059,Suturing hemorrhoids using ultrasound guidance,F,2991.35,High,4
4071,Repair of bile duct,F,3249.69,High,4
4073,Thigh or knee procedure,F,3121.6,High,4
4080,Removal of blood clot in artery,F,2849.0,High,4
4085,Advancement of ankle tendon with removal of ankle joint bone,F,2857.28,High,4
4096,Open treatment of broken ankle,F,2769.45,High,4
4105,Treatment of broken leg bone with assistance of an endoscope,F,3362.5,High,4
4109,Bypass on diseased or blocked groin to upper leg artery,F,3359.89,High,4
4113,Suture of facial nerve at temple,F,3920.4,High,4
4115,Connection of urinary duct (ureter) to skin surface,F,2873.95,High,4
4118,Partial removal of spine bone and growth at upper spinal column,F,3316.23,High,4
4121,Removal of loose or foreign body of shoulder using an endoscope,F,3230.35,High,4
4125,Release of scarring of upper arm tendon at shoulder joint,F,3118.23,High,4
4130,Transplantation of donor bone marrow or blood-derived stem cells,F,3147.11,High,4
4131,Attachment of vagina to rear pelvic bone (sacrum),F,2881.22,High,4
4133,Open treatment of broken jaw or cheek bone,F,4324.14,High,4
4135,Repair of prolapsed rectum,F,3115.87,High,4
4143,Reshaping of nasal cartilage,F,2728.14,High,4
4147,"Insertion of stents in artery in one side of groin, endovascular, accessed through the skin or open procedure",F,4258.52,High,4
4148,Bypass of diseased or blocked artery (arm to arm artery),F,3156.6,High,4
4151,Repair of left lower heart valve on heart-lung machine,F,3444.39,High,4
4163,Connection of lower portion of urinary duct (ureter) to bladder,F,3312.82,High,4
4171,"Destruction of growths in one lung, accessed through the skin",F,3084.66,High,4
4176,Repair of ankle joint with revision of prosthesis,F,3826.13,High,4
4179,Evaluation and management service,F,2741.62,High,4
4183,Removal of nasal air passage,F,2847.57,High,4
4190,Removal or shaving of hip joint socket cartilage using an endoscope,F,4297.35,High,4
4194,Repair of diseased or bulging (aneurysm) artery of spleen,F,3281.9,High,4
4195,Urinary duct (ureter) procedure using an endoscope,F,3957.76,High,4
4198,Removal of entire shoulder joint lining using an endoscope,F,3140.02,High,4
4199,Repair of urinary outlet of penis,F,2658.15,High,4
4200,"Drainage of abscess of lower spine or sacrum, open procedure",F,2978.78,High,4
4201,Open treatment of broken forearm bone and closed treatment of joint dislocation,F,3250.35,High,4
4207,Bypass of diseased or blocked artery (arm to arm artery),F,3050.71,High,4
4211,Partial removal of nasal sinus using an endoscope,F,2873.08,High,4
4214,Union of lower leg bones to repair non-healed bone,F,4350.35,High,4
4217,Removal of elbow tissue or frayed cartilage from all joint compartments using an endoscope,F,3528.47,High,4
4233,Anesthesia for procedure on middle spine and spinal cord with 1 lung ventilation,F,4353.03,High,4
4235,Removal of pressure sore and bone at sacrum,F,3476.0,High,4
4245,Removal of growth in cavity behind eye,F,3243.65,High,4
4250,Reinsertion of spinal fixation device,F,4065.8,High,4
4255,Creation of small bowel feeding tube,F,2831.71,High,4
4259,Repair of forearm and/or wrist tendon or muscle,F,3689.17,High,4
4264,Removal of prostate gland through incision between scrotum and anus and removal of surrounding lymph nodes on both sides of the pelvis,F,4488.46,High,4
4265,Repair of knee joint,F,3741.61,High,4
4268,"Reconstruction of knee joint ligaments, open procedure",F,3430.0,High,4
4275,"Removal of thymus gland surrounding lymph nodes, sternal or chest approach",F,4120.97,High,4
4277,Destruction of liver growths using an endoscope,F,3486.73,High,4
4282,"Closure of abnormal drainage tract from rectum into vagina with creation of large bowel opening, open abdominal procedure",F,3865.61,High,4
4293,Removal (3 centimeters or greater) tissue growth of foot or toe,F,3248.72,High,4
4298,Incision to repair forearm bone,F,3981.28,High,4
4301,Removal of tissue of palm,F,4155.88,High,4
4302,"Destruction of insufficient vein of arm or leg, accessed through the skin",F,3458.03,High,4
4311,Reattachment of shoulder joint capsule and cartilage,F,3535.54,High,4
4316,Tissue transfer repair of wound (30.1 to 60.0 sq centimeters),F,3360.47,High,4
4317,"Revision of arterial bypass of groin with placement synthetic graft, open procedure",F,3606.48,High,4
4326,"Removal of tendons, ligaments, and muscles of shoulder",F,4072.81,High,4
4330,Fusion of bones of shoulder joint,F,2839.81,High,4
4335,Partial removal of tear-producing gland,F,3039.04,High,4
4336,Lengthening of thigh bone,F,4225.08,High,4
4340,Open treatment of broken heel bone,F,3685.07,High,4
4341,Partial removal of pancreatic and common bile ducts,F,3653.27,High,4
4342,Incision of gallbladder cyst with creation of drainage tract to small bowel,F,3690.74,High,4
4343,Bypass of diseased or blocked artery (neck to opposite neck artery),F,3722.15,High,4
4346,Open treatment of broken ankle,F,3004.11,High,4
4348,"Implantation of donor cartilage cells into knee bone, open procedure",F,3915.58,High,4
4350,Removal of nasal sinus tissue using an endoscope,F,3057.56,High,4
4358,Suture or patch of valve between right heart chambers,F,3641.75,High,4
4359,"Removal or revision of spinal neurostimulator electrodes, accessed through the skin",F,3054.45,High,4
4366,Revision of previous mastoid surgery,F,3704.64,High,4
4367,Transplant of tendon to palm,F,3475.45,High,4
4368,"Revision of arterial bypass of leg with placement of relocated vein, open procedure",F,2952.53,High,4
4369,Open treatment of broken forearm bones,F,3042.97,High,4
4371,Incision to repair collar bone for nonunion of fracture with bone graft,F,3856.52,High,4
4381,Anchoring of biceps tendon at elbow,F,3626.49,High,4
4383,Bowel procedure using an endoscope,F,3423.59,High,4
4385,Insertion of permanent ocular prosthesis into orbit,F,3270.1,High,4
4388,Partial removal of vaginal wall and surrounding tissue with removal of lymph nodes on both sides of pelvis and aortic lymph node biopsy,F,4298.73,High,4
4392,Suture of ruptured muscle of thigh,F,2675.45,High,4
4393,Removal of implanted lens in eye,F,2822.88,High,4
4399,"Repair of detached retina, 1 or more sessions",F,2945.68,High,4
4407,Removal of mastoid bone,F,3634.95,High,4
4417,Removal of mastoid bone including removal of growth of middle ear,F,4264.84,High,4
4423,Creation of large bowel drainage tract to skin surface,F,3071.84,High,4
4430,Partial replacement of thigh bone at hip joint with prosthesis,F,4098.36,High,4
4432,Repair of shoulder joint,F,3315.0,High,4
4444,Transplantation of biceps tendon,F,2838.27,High,4
4445,"Insertion of anterior spinal instrumentation for spinal stabilization, 8 or more vertebral segments",F,3317.99,High,4
4446,"Removal of congenital rectal defect and large bowel with multiple biopsies, open abdominal and rectal procedure",F,3270.61,High,4
4448,Reconstruction of upper heart chamber tissue and alteration of electrical pathway using an endoscope,F,4087.57,High,4
4451,Reattachment of shoulder joint capsule,F,3409.84,High,4
4453,Anesthesia for procedure on middle spine and spinal cord,F,3545.63,High,4
4458,"Excision of blood clot and/or infusion to dissolve blood clot in dialysis circuit and balloon dilation of dialysis segment, , accessed through the skin, with imaging including radiological supervision and interpretation",F,3164.14,High,4
4459,Bypass of diseased or blocked artery (neck to arm artery),F,3186.51,High,4
4467,Open treatment of fracture of lower weight bearing joint of shin bone,F,3589.52,High,4
4469,Electro-removal of prostate through bladder canal (urethra) with control of bleeding using an endoscope,F,2667.61,High,4
4470,Reconstructive surgery to correct angle penis,F,3237.41,High,4
4481,"Stereotactic creation of brainstem lesion, accessed through the skin",F,3757.5,High,4
4486,Incision of finger,F,2975.52,High,4
4489,Incision of mastoid bone,F,3588.58,High,4
4494,Open treatment of hinge of jaw bone fracture,F,3934.56,High,4
4495,Stabilization of forearm bone,F,2765.42,High,4
4507,Closure of congenital heart defect from pulmonary (lung) artery to aorta via catheter accessed through the skin,F,2758.33,High,4
4512,Laser fragmentation of prostate tissue with control of bleeding using an endoscope,F,3125.33,High,4
4518,"Relocation of arm vein with connection to arm artery, open procedure",F,2813.88,High,4
4521,Removal of pressure sore and lower pelvic bone with skin graft,F,3308.44,High,4
4522,Diagnostic examination of hip using an endoscope,F,3023.36,High,4
4526,Removal (less than 3 centimeters) tissue growth at forearm and/or wrist,F,3711.71,High,4
4527,Connection of urinary duct (ureter) to skin surface,F,3660.5,High,4
4538,Partial removal of tissue of one lung using an endoscope,F,2988.29,High,4
4552,Repair of muscle separating chest and abdominal cavities,F,4348.68,High,4
4556,Surgical folding of upper small bowel upon itself,F,3658.71,High,4
4557,Repair of forearm bone at elbow,F,3737.41,High,4
4563,Removal of two lobes of lung using an endoscope,F,4515.72,High,4
4565,Incision of pelvis and/or hip joint bone,F,3194.07,High,4
4566,Removal and replacement of non-inflatable penile prosthesis,F,3252.96,High,4
4570,Replacement or revision of brain fluid drainage shunt valve or catheter,F,3599.91,High,4
4574,Removal of one knee cartilage using an endoscope,F,4075.65,High,4
4582,Correction of widely-opened upper eyelid,F,2723.84,High,4
4583,Removal of sympathetic palmar (hand) nerve,F,3077.85,High,4
4586,"Placement of stent and drainage catheter of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",F,3836.51,High,4
4590,Control of bleeding in chest using an endoscope,F,3630.09,High,4
4591,Tying of major artery of the abdomen,F,3542.65,High,4
4595,Removal of diseased tissue or growths in multiple nasal sinuses on one side of face,F,4343.51,High,4
4615,Repair to improve blood flow to lung or heart on heart-lung machine,F,3750.48,High,4
4632,"Fusion of ankle joint, open procedure",F,3457.77,High,4
4638,Removal of blood clot in artery,F,4160.27,High,4
4645,Release of abnormal veins blocking urinary duct (ureter),F,3818.17,High,4
4649,Prosthetic repair of shoulder joint,F,3623.62,High,4
4659,Placement of augmentation device in sphincter of esophagus using laparoscope,F,3819.19,High,4
4666,Preparation of donor liver for transplantation,F,2656.46,High,4
4667,Anesthesia for repair of bulging (aneurysm) defect in knee artery,F,2885.81,High,4
4669,Removal of excessive skin of lower eyelid and fat around eye,F,3169.02,High,4
4675,Removal of lymph nodes at groin,F,3124.24,High,4
4676,Anesthesia for procedure on brain patient in sitting position,F,3765.85,High,4
4678,Removal of assistive blood flow device from one lower heart chamber,F,3942.9,High,4
4682,Removal of lip with skin flap repair,F,2679.55,High,4
4683,Removal of blood clot and portion of artery of lower leg,F,3089.51,High,4
4689,Repair of non-healed fracture of thigh bone with patient-derived bone graft,F,4161.09,High,4
4691,Release of wrist ligament using an endoscope,F,3831.7,High,4
4693,Reattachment of shoulder joint capsule,F,3278.14,High,4
4711,Bypass of diseased or blocked artery (upper leg to lower thigh artery),F,3063.9,High,4
4716,Repair of abnormal rectal drainage tract,F,3585.53,High,4
4718,Transplantation of tissue from one cornea to other cornea,F,3990.8,High,4
4725,Removal of growth of esophagus,F,2955.97,High,4
4726,Open treatment of fracture of lower weight bearing joint of shin bone,F,3541.96,High,4
4728,Insertion of inflatable bladder canal (urethra) or bladder neck sphincter,F,3671.52,High,4
4729,Removal of excessive skin and tissue beneath the skin of abdomen,F,3908.85,High,4
4731,Injection into ventricle of brain,F,3825.22,High,4
4737,Surgical treatment of broken thigh bone,F,3549.91,High,4
4741,Partial removal of roof of mouth,F,2903.35,High,4
4742,Repair of blood vessel of chest on heart-lung machine,F,3692.12,High,4
4753,Repair of elbow joint,F,3100.55,High,4
4756,Repair of muscle at lower esophagus and stomach,F,3676.13,High,4
4758,Bowel procedure using an endoscope,F,3254.07,High,4
4759,Repair of split in the voice box cartilage,F,4119.35,High,4
4763,"Destruction of 1 or more growths on liver, open procedure",F,4189.81,High,4
4764,Repair of abnormally shaped kidney,F,3911.63,High,4
4768,Insertion of eye fluid drainage device,F,2999.12,High,4
4771,Fusion of great toe,F,3812.35,High,4
4781,Insertion of rod in shin bone,F,4024.06,High,4
4783,Relocation of esophagus,F,2835.4,High,4
4794,Open treatment of fracture at roof of mouth or cheek bone,F,2817.45,High,4
4795,"Dialysis services (4 or more physician visits per month), patient 2-11 years of age",F,2669.03,High,4
4805,Repair of paraesophageal hernia with mesh implant,F,3552.45,High,4
4807,"Insertion of central venous catheters, two catheters in two veins, and implanted devices for infusion beneath the skin",F,3018.24,High,4
4809,Bone graft of upper thigh bone and hip joint,F,3685.93,High,4
4814,Repair of diseased or bulging (aneurysm) artery of upper chest or neck,F,3148.37,High,4
4815,Stereotactic body radiation therapy 1 or more lesions using imaging guidance,F,3102.25,High,4
4828,Incision of mastoid bone,F,2692.63,High,4
4831,Partial removal of stomach,F,4215.82,High,4
4833,Bypass of diseased or blocked artery (upper leg to opposite upper leg artery),F,3047.97,High,4
4840,Fusion of finger joint,F,3260.44,High,4
4843,Repair of elbow joint,F,3807.58,High,4
4861,Anesthesia for removal of pancreas including use of an endoscope,F,3728.72,High,4
4863,Repair of finger joint,F,4182.42,High,4
4869,Release of scar tissue at urinary duct (ureter),F,4082.6,High,4
4871,Revision to reshape nasal bones after previous repair,F,3887.23,High,4
4876,Correction of bunion,F,3732.46,High,4
4881,Repair of disrupted collateral ligament of ankle,F,2689.06,High,4
4884,"Suture of peripheral nerve, arm or leg",F,3952.39,High,4
4885,Repair of narrowed area of windpipe cartilage,F,4337.26,High,4
4896,Relocation of tendon of forearm and/or wrist with grafts,F,3470.39,High,4
4897,"Removal of thymus gland, sternal or chest approach",F,2863.57,High,4
4919,Removal or exploration of parathyroid glands,F,3069.46,High,4
4921,Anesthesia for procedure on brain,F,3167.85,High,4
4932,Partial removal of elbow joint lining using an endoscope,F,3179.21,High,4
4935,Open treatment of broken forearm bones,F,3047.25,High,4
4943,Removal of cartilage of hinged joint of upper and lower jaw bones,F,3652.0,High,4
