HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
93784,"Ambulatory blood pressure monitoring, recording, scanning analysis, interpretation, and report 24 hours or longer",N,O,1716,8050,7750,8017,201.27,55.00,39.97,39.65
93786,Ambulatory blood pressure monitoring and recording 24 hours or longer,N,O,49,154,134,154,97.62,31.62,22.85,21.16
93788,"Ambulatory blood pressure monitoring, scanning analysis, and report 24 hours or longer",N,O,26,85,82,85,27.79,5.07,3.71,3.43
93790,Ambulatory blood pressure monitoring 24 hours or longer with interpretation and report,N,F,401,1779,1750,1764,74.48,19.31,13.95,13.84
93790,Ambulatory blood pressure monitoring 24 hours or longer with interpretation and report,N,O,186,836,826,836,105.91,19.84,14.46,13.85
93797,Physician services for outpatient heart cardiac rehabilitation per session,N,F,15,281,81,281,68.83,8.42,6.39,6.53
93797,Physician services for outpatient heart cardiac rehabilitation per session,N,O,96,5496,2056,5458,84.20,9.71,7.27,7.43
93798,Physician services for outpatient heart rehabilitation with continuous EKG monitoring per session,N,F,143,34534,3493,34531,92.36,14.00,10.52,10.92
93798,Physician services for outpatient heart rehabilitation with continuous EKG monitoring per session,N,O,455,87638,13886,87385,94.05,23.45,17.59,17.66
93799,Heart and blood vessel procedure,N,F,469,1518,1471,1493,979.05,155.67,121.93,121.95
93799,Heart and blood vessel procedure,N,O,44,68,66,68,317.76,100.92,79.10,79.12
93880,Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,N,F,21738,1024866,1013446,1024794,166.17,40.63,29.96,29.07
93880,Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,N,O,33658,1421480,1354615,1403041,450.84,172.63,128.73,126.19
93882,Ultrasound scanning of blood flow (outside of brain) on one side of head and neck or limited,N,F,2650,9811,9429,9804,117.75,25.52,18.87,17.68
93882,Ultrasound scanning of blood flow (outside of brain) on one side of head and neck or limited,N,O,2426,30201,28536,30040,330.54,116.33,83.54,85.04
93886,Ultrasound scanning of head and neck vessel blood flow (inside the brain),N,F,1576,19145,11409,19069,220.27,48.30,37.17,36.21
93886,Ultrasound scanning of head and neck vessel blood flow (inside the brain),N,O,1227,82943,80869,82806,485.48,249.90,192.46,176.19
93888,Ultrasound limited scanning of head and neck blood flow (inside the brain),N,F,662,4652,2455,4633,176.34,26.64,20.52,19.46
93888,Ultrasound limited scanning of head and neck blood flow (inside the brain),N,O,268,7568,7304,7562,343.62,126.67,97.84,93.65
93890,Ultrasound scanning for medication response in head and neck vessel blood flow (inside the brain),N,F,47,239,91,239,480.61,79.89,61.92,71.91
93890,Ultrasound scanning for medication response in head and neck vessel blood flow (inside the brain),N,O,414,36530,35805,36506,424.47,261.54,202.14,180.91
93892,Ultrasound scanning for blood clot detection in head and neck vessel blood flow (inside the brain),N,F,167,2359,1898,2354,375.90,62.57,47.96,45.70
93892,Ultrasound scanning for blood clot detection in head and neck vessel blood flow (inside the brain),N,O,412,42593,41652,42568,412.41,164.69,126.64,110.93
93893,Ultrasound scanning for blood clot detection with microbubble injection in head and neck vessel blood flow (inside the brain),N,F,163,804,777,804,305.79,61.64,47.52,46.09
93893,Ultrasound scanning for blood clot detection with microbubble injection in head and neck vessel blood flow (inside the brain),N,O,88,773,767,773,589.22,163.04,126.55,125.65
93922,Ultrasound study of arteries of both arms and legs,N,F,11014,186688,175473,186264,82.09,12.85,9.43,9.14
93922,Ultrasound study of arteries of both arms and legs,N,O,18318,511774,447671,499103,239.39,75.65,56.17,56.14
93923,Ultrasound study of arteries of both arms and legs,N,F,9276,149070,143734,148815,131.98,23.01,16.99,16.35
93923,Ultrasound study of arteries of both arms and legs,N,O,12442,351392,314060,337231,326.24,116.74,87.63,85.86
93924,Ultrasound study of arteries of both legs at rest and exercise,N,F,2585,19475,18849,19475,124.51,25.01,17.93,17.69
93924,Ultrasound study of arteries of both legs at rest and exercise,N,O,3437,52768,49648,52012,395.09,150.48,112.74,110.02
93925,Ultrasound study of arteries and arterial grafts of both legs,N,F,13453,184039,178602,183840,161.83,40.65,30.18,29.63
93925,Ultrasound study of arteries and arterial grafts of both legs,N,O,18941,478711,433574,466961,499.61,232.58,177.33,174.36
93926,Ultrasound study of arteries and arterial grafts of one leg or limited,N,F,14316,130776,121120,130521,110.75,24.93,18.66,18.06
93926,Ultrasound study of arteries and arterial grafts of one leg or limited,N,O,9219,132026,106178,127016,350.62,114.78,85.83,85.61
93930,Ultrasound study of arteries and arterial grafts of both arms,N,F,3660,8192,8134,8192,149.28,41.16,31.28,30.08
93930,Ultrasound study of arteries and arterial grafts of both arms,N,O,3274,17775,16935,17632,375.97,180.12,138.20,130.69
93931,Ultrasound study of arteries and arterial grafts of one arm or limited,N,F,7809,22887,22239,22865,94.83,25.25,19.15,18.23
93931,Ultrasound study of arteries and arterial grafts of one arm or limited,N,O,4042,26133,24214,25635,315.72,101.70,77.59,74.92
93970,Ultrasound scan of veins of both arms or legs including assessment of compression and functional maneuvers,N,F,23371,1006301,973237,1001688,162.73,35.90,27.09,26.03
93970,Ultrasound scan of veins of both arms or legs including assessment of compression and functional maneuvers,N,O,26923,676395,597302,657815,466.48,173.36,129.91,127.71
93971,Ultrasound scan of veins of one arm or leg or limited including assessment of compression and functional maneuvers,N,F,24713,1154334,1120340,1152363,108.08,22.68,16.77,16.40
93971,Ultrasound scan of veins of one arm or leg or limited including assessment of compression and functional maneuvers,N,O,28252,657626,501536,626499,304.67,98.92,73.24,73.00
93975,"Ultrasound scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",N,F,12638,102646,99809,102590,312.58,59.02,44.00,42.48
93975,"Ultrasound scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",N,O,10492,115614,107601,114201,590.14,247.66,188.60,181.82
93976,"Ultrasound limited scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",N,F,14398,95491,94172,95459,217.80,40.66,30.11,29.40
93976,"Ultrasound limited scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",N,O,8167,66985,61882,65892,418.17,133.59,99.40,93.40
93978,Ultrasound scan of vena cava or groin graft or vessel blood flow,N,F,4770,47419,45347,47401,150.06,40.69,29.28,27.81
93978,Ultrasound scan of vena cava or groin graft or vessel blood flow,N,O,10663,266840,246292,265102,430.75,164.11,122.98,118.06
93979,"Ultrasound scan of blood flow of aorta, vena cava, bypass graphs, or one side of the groin or limited scan",N,F,3897,18537,17685,18535,104.94,25.16,18.23,17.15
93979,"Ultrasound scan of blood flow of aorta, vena cava, bypass graphs, or one side of the groin or limited scan",N,O,3661,53076,48385,52718,329.91,98.56,73.29,72.20
93980,Ultrasound scan of penile arterial inflow and venous outflow,N,F,147,531,527,531,379.05,64.28,45.25,43.86
93980,Ultrasound scan of penile arterial inflow and venous outflow,N,O,553,6842,6052,6838,477.72,122.77,91.48,88.34
93981,Ultrasound limited scan of penile arterial inflow and venous outflow,N,F,29,34,34,34,110.89,22.97,17.11,16.04
93981,Ultrasound limited scan of penile arterial inflow and venous outflow,N,O,63,281,273,281,332.57,76.65,61.16,54.57
93982,Implanted pressure sensor study of bulging blood vessel sac (aneurysm) after endovascular repair,N,F,6,41,40,41,142.36,42.22,29.92,32.22
93990,Ultrasound of dialysis access,N,F,4502,30945,26353,30890,101.81,25.02,18.93,17.50
93990,Ultrasound of dialysis access,N,O,2601,90986,57817,90564,410.87,131.38,97.85,95.72
93998,Noninvasive vascular diagnostic study,N,F,39,58,57,57,206.55,75.86,57.62,57.66
93998,Noninvasive vascular diagnostic study,N,O,24,43,43,43,437.76,89.50,68.05,68.05
94002,"Ventilation assistance and management, hospital inpatient or observation",N,F,958,5807,5440,5807,482.67,92.15,71.17,73.11
94003,"Ventilation assistance and management, hospital inpatient or observation",N,F,1129,55033,10663,53908,175.69,68.92,53.67,53.00
94003,"Ventilation assistance and management, hospital inpatient or observation",N,O,6,1459,18,1449,85.66,75.06,58.80,53.54
94004,"Ventilation assistance and management, nursing facility per day",N,F,110,31435,2188,31406,100.14,51.80,39.32,38.32
94004,"Ventilation assistance and management, nursing facility per day",N,O,22,2769,185,2769,123.06,46.91,36.14,36.35
94010,Measurement and graphic recording of total and timed exhaled air capacity,N,F,6572,231712,208315,231607,50.19,8.58,6.38,6.48
94010,Measurement and graphic recording of total and timed exhaled air capacity,N,O,37557,1036318,779478,1029754,85.77,34.72,25.01,25.29
94011,"Measurement and graphic recording of total and timed exhaled air capacity, infant or child through 2 years of age",N,O,7,13,13,13,70.38,44.75,34.67,65.82
94014,"Measurement and graphic recording of amount and speed of breathed air including transmission of tracing, analysis, recalibration of device, physician review and interpretation over 30 days",N,O,37,187,175,187,85.62,57.88,41.98,42.03
94015,Measurement and graphic recording of amount and speed of breathed air over 30-day period,N,O,15,176,131,176,99.07,33.35,24.73,23.85
94016,Physician interpretation and report of measurement and graphic recording of amount and speed of breathed air over 30-day period,N,F,89,1619,1574,1619,62.56,25.11,18.52,19.27
94016,Physician interpretation and report of measurement and graphic recording of amount and speed of breathed air over 30-day period,N,O,192,5126,4368,5126,59.43,25.72,19.11,19.40
94060,"Measurement and graphic recording of the amount and speed of breathed air, before and following medication administration",N,F,7696,323301,315623,323283,69.74,13.20,9.87,10.04
94060,"Measurement and graphic recording of the amount and speed of breathed air, before and following medication administration",N,O,26426,876906,730767,869809,140.52,58.64,43.20,43.46
94070,"Multiple measurements and graphic recordings of the amount and speed of breathed air, before and following medication administration",N,F,2139,9854,9806,9854,105.69,28.99,21.82,22.37
94070,"Multiple measurements and graphic recordings of the amount and speed of breathed air, before and following medication administration",N,O,1218,11804,11021,11785,171.19,59.08,44.34,43.69
94200,Measurement of largest amount of air breathed in an out of lungs over one minute,N,F,480,6212,6071,6211,36.43,5.75,4.33,4.36
94200,Measurement of largest amount of air breathed in an out of lungs over one minute,N,O,1905,77973,59971,77583,53.85,25.29,18.81,19.38
94250,Single measurement of remaining air or lung capacity after exhalation,N,F,71,3139,2854,3139,39.13,5.57,4.17,4.29
94250,Single measurement of remaining air or lung capacity after exhalation,N,O,412,22063,19962,22058,55.61,25.65,19.36,19.79
94375,Diagnostic testing in a pulmonary function lab,N,F,1122,43836,36660,43834,71.26,15.20,11.26,11.31
94375,Diagnostic testing in a pulmonary function lab,N,O,3841,229217,159426,227224,85.11,38.43,28.14,28.95
94400,Diagnostic testing in a pulmonary function lab,N,F,9,12,12,12,141.21,19.50,13.67,14.45
94400,Diagnostic testing in a pulmonary function lab,N,O,41,1276,1182,1276,93.94,58.63,44.76,43.44
94450,Lung function response to low oxygen,N,F,26,55,55,55,96.05,20.60,15.81,15.78
94450,Lung function response to low oxygen,N,O,26,53,53,53,133.97,63.16,48.66,42.67
94452,Testing of lung function at high altitude,N,F,218,501,494,501,74.17,15.19,11.52,11.24
94452,Testing of lung function at high altitude,N,O,123,269,266,269,123.67,54.36,41.38,41.88
94453,Testing of lung function at high altitude with supplemental oxygen delivery,N,F,159,361,359,361,82.27,19.90,14.85,14.49
94453,Testing of lung function at high altitude with supplemental oxygen delivery,N,O,98,456,431,456,203.26,74.73,56.45,56.55
94610,Administration of medication through breathing tube,N,O,28,243,233,243,117.42,56.16,43.65,43.71
94620,Pulmonary exercise testing,N,F,3063,64282,58193,64252,128.79,31.05,23.23,23.53
94620,Pulmonary exercise testing,N,O,7969,206874,175081,206278,184.92,54.29,40.70,41.37
94621,Pulmonary exercise testing,N,F,1084,7236,6999,7236,253.46,71.31,53.40,53.46
94621,Pulmonary exercise testing,N,O,821,10744,10024,10717,339.00,148.29,111.95,113.62
94640,Respiratory inhaled pressure or nonpressure treatment to relieve airway obstruction or for sputum specimen,N,O,81642,658675,523899,635610,48.01,17.73,12.38,12.75
94642,Inhaled pneumonia treatment,N,O,627,2482,2095,2482,93.03,30.35,21.72,21.91
94644,"Respiratory inhaled aerosol treatment to relieve airway obstruction, first hour",N,O,703,7877,4965,7877,80.97,44.61,32.57,32.21
94645,Respiratory inhaled aerosol treatment to relieve airway obstruction,N,O,48,483,285,479,79.78,14.84,11.23,11.24
94660,Initiation and management of continued pressured respiratory assistance by mask or breathing tube,N,F,121,1419,1221,1419,173.04,37.85,28.81,29.63
94660,Initiation and management of continued pressured respiratory assistance by mask or breathing tube,N,O,1226,43688,30206,43644,134.33,63.95,46.81,47.28
94664,"Demonstration and/or evaluation of patient use of aerosol generator, nebulizer, metered dose inhaler or intermittent positive pressure breathing (IPPB) device",N,O,11773,175364,141862,175236,42.10,17.30,12.75,12.97
94667,Demonstration and/or evaluation of manual maneuvers to chest wall to assist movement of lung secretions,N,O,277,8032,3951,8032,49.69,26.69,20.11,19.96
94668,Manual maneuvers to chest wall to assist movement of lung secretions,N,O,77,11184,1574,9361,47.40,30.23,22.90,22.65
94669,Mechanical chest wall manipulation for improvement in lung function,N,O,30,326,202,326,87.82,32.37,24.04,24.75
94680,Collection and analysis of exhaled air for evaluation of lung function during rest and exercise,N,F,98,1994,1900,1994,57.44,12.74,9.84,9.78
94680,Collection and analysis of exhaled air for evaluation of lung function during rest and exercise,N,O,79,1671,1222,1671,130.85,55.43,41.58,43.11
94681,Collection and analysis of exhaled air and carbon dioxide for evaluation of lung function,N,F,87,1593,1563,1592,28.09,9.99,7.25,7.66
94681,Collection and analysis of exhaled air and carbon dioxide for evaluation of lung function,N,O,215,10189,7188,10189,120.51,47.35,33.38,39.34
94690,Collection and analysis of exhaled air for evaluation of lung function at rest,N,F,78,487,455,487,33.87,3.71,2.75,2.92
94690,Collection and analysis of exhaled air for evaluation of lung function at rest,N,O,554,9258,8561,9257,158.40,52.96,39.21,38.00
94726,Determination of lung volumes using plethysmography,N,F,5780,282316,277271,282299,55.79,12.46,9.35,9.53
94726,Determination of lung volumes using plethysmography,N,O,5419,370613,344166,369307,125.53,48.86,36.95,37.87
94727,Determination of lung volumes using gas dilution or washout,N,F,3244,97347,94822,97345,49.90,12.56,9.40,9.52
94727,Determination of lung volumes using gas dilution or washout,N,O,4791,267014,249802,265392,108.16,41.11,31.14,31.22
94728,Measurement of airway resistance by impulse oscillometry,N,F,40,436,431,436,67.67,12.98,10.08,9.97
94728,Measurement of airway resistance by impulse oscillometry,N,O,184,6818,5714,6691,89.54,39.56,30.30,30.17
94729,Measurement of lung diffusing capacity,N,F,7494,426033,414100,425979,49.21,9.29,6.97,7.08
94729,Measurement of lung diffusing capacity,N,O,8874,660735,614485,657723,127.94,50.93,38.56,39.21
94750,Measurement of lung stretching capacity,N,F,154,4351,3369,4351,52.40,10.96,8.34,8.63
94750,Measurement of lung stretching capacity,N,O,314,17023,13564,17023,143.08,73.53,55.48,55.51
94760,Measurement of oxygen saturation in blood using ear or finger device,N,F,6,46,30,46,28.18,3.16,1.56,1.62
94760,Measurement of oxygen saturation in blood using ear or finger device,N,O,4139,54495,43920,54491,12.99,3.58,2.62,2.33
94761,Multiple measurements of oxygen saturation in blood using ear or finger device,N,O,1651,14127,11311,14119,24.05,5.07,3.75,3.39
94762,Overnight measurement of oxygen saturation in blood using ear or finger device,N,O,2610,242968,222964,242822,46.91,29.41,22.28,18.75
94770,Measurement of exhaled carbon dioxide gas,N,F,23,528,287,528,50.95,7.81,5.88,5.80
94770,Measurement of exhaled carbon dioxide gas,N,O,95,6330,5152,6330,60.31,7.71,5.87,5.76
94799,Pulmonary service or operation,N,F,51,75,72,73,76.58,8.98,6.69,6.71
94799,Pulmonary service or operation,N,O,35,154,140,150,97.37,26.34,20.29,20.78
95004,"Injection of allergenic extracts into skin, accessed through the skin",N,F,206,59825,1594,1647,18.87,6.83,5.20,5.20
95004,"Injection of allergenic extracts into skin, accessed through the skin",N,O,10499,10826256,195828,206828,12.27,6.81,5.20,5.25
95012,Measurement of inhaled nitric oxide gas,N,O,3278,108525,76381,108467,50.86,19.57,14.59,14.44
95017,"Allergy testing with venoms into or within skin, immediate type reaction, including test interpretation and report",N,F,20,311,39,39,29.14,3.64,2.85,2.81
95017,"Allergy testing with venoms into or within skin, immediate type reaction, including test interpretation and report",N,O,775,25704,1803,1866,39.17,7.75,5.89,6.01
95018,"Allergy testing with drugs or biologicals into or within the skin, immediate type reaction, including test interpretation and report",N,F,189,10188,1212,1249,48.02,7.30,5.59,5.49
95018,"Allergy testing with drugs or biologicals into or within the skin, immediate type reaction, including test interpretation and report",N,O,2288,100808,11873,13314,46.91,20.51,15.63,15.79
95024,Injection of allergenic extracts into skin for immediate reaction analysis,N,F,110,11777,618,754,11.28,0.97,0.74,0.81
95024,Injection of allergenic extracts into skin for immediate reaction analysis,N,O,5436,1735815,87530,99624,14.81,7.65,5.86,6.09
95027,Injection into skin of airborne allergen extracts for immediate reaction analysis,N,F,10,814,33,33,33.28,4.52,3.54,3.54
95027,Injection into skin of airborne allergen extracts for immediate reaction analysis,N,O,476,197401,4466,5824,11.82,4.67,3.51,3.55
95028,Injection of allergenic extracts into skin with delayed reaction analysis,N,O,156,32045,1194,1618,24.20,13.63,10.38,10.48
95044,Application of allergenic extract skin patch with reaction analysis,N,F,3,6144,99,110,10.02,5.31,4.15,3.92
95044,Application of allergenic extract skin patch with reaction analysis,N,O,5852,1321759,24458,25667,16.21,5.76,4.35,4.33
95052,"Application of allergenic extract skin patch, exposure to ultraviolet light, and reaction analysis",N,O,27,944,47,47,28.43,7.21,5.64,5.33
95056,Ultraviolet light tests of skin,N,O,15,40,36,40,193.95,43.60,31.78,32.49
95060,Application of allergenic extract onto mucous membrane of eye with reaction analysis,N,O,119,2098,1582,2097,56.67,36.81,26.85,26.61
95065,Application of allergenic extract onto mucous membrane of nose with reaction analysis,N,O,6,269,113,269,40.53,30.95,23.68,19.50
95070,Inhalation of medications with allergic reaction analysis,N,O,611,4014,3718,4013,120.93,29.91,22.53,23.80
95076,"Ingestion of test items for allergies, 120 minutes",N,F,162,780,728,780,286.73,75.70,56.73,55.81
95076,"Ingestion of test items for allergies, 120 minutes",N,O,1926,7586,6789,7584,262.99,116.25,87.96,88.29
95079,Ingestion of test items for allergies,N,F,48,131,91,98,204.67,67.92,51.62,51.53
95079,Ingestion of test items for allergies,N,O,661,1789,1300,1463,172.80,83.42,64.16,64.67
95115,Injection of incremental dosages of allergen,N,O,14757,1092156,110265,1092136,23.62,8.33,5.77,6.31
95117,"Injection of incremental dosages of allergen, 2 or more injections",N,F,16,28,25,28,29.37,9.56,5.05,5.70
95117,"Injection of incremental dosages of allergen, 2 or more injections",N,O,18308,2659261,254542,2659203,31.98,9.99,7.03,7.40
95144,Preparation and provision of single-dose vials of allergen antigens for allergy immunotherapy,N,O,188,175940,4041,22562,19.84,12.48,8.90,9.74
95145,Preparation and provision of single stinging insect venom for allergen immunotherapy,N,F,23,256,44,98,33.16,3.20,2.27,2.30
95145,Preparation and provision of single stinging insect venom for allergen immunotherapy,N,O,1120,18628,2241,8166,40.23,24.49,17.52,18.33
95146,Preparation and provision of 2 single stinging insect venom for allergen immunotherapy,N,O,467,4599,725,2585,65.74,42.65,30.54,33.69
95147,Preparation and provision of 3 single stinging insect venom for allergen immunotherapy,N,F,21,163,33,57,60.37,3.22,2.17,2.20
95147,Preparation and provision of 3 single stinging insect venom for allergen immunotherapy,N,O,845,11529,1733,6162,72.76,46.44,33.76,36.24
95148,Preparation and provision of 4 single stinging insect venom for allergen immunotherapy,N,F,17,454,53,115,67.49,3.30,2.25,2.21
95148,Preparation and provision of 4 single stinging insect venom for allergen immunotherapy,N,O,850,15697,2134,8900,84.80,63.07,45.89,51.27
95149,Preparation and provision of 5 single stinging insect venom for allergen immunotherapy,N,F,14,271,28,71,86.49,3.33,2.36,2.29
95149,Preparation and provision of 5 single stinging insect venom for allergen immunotherapy,N,O,626,11169,1275,5558,106.45,80.17,59.31,68.28
95165,Preparation and provision of single or multiple antigens for allergen immunotherapy,N,F,169,21717,1024,1998,20.17,3.26,2.40,2.37
95165,Preparation and provision of single or multiple antigens for allergen immunotherapy,N,O,8831,7094434,221041,624330,22.53,12.69,9.31,9.87
95170,Preparation and provision of whole body extract of biting insect or arthropod antigens,N,O,248,8239,759,3258,26.56,9.15,6.38,6.88
95180,"Rapid desensitization procedure, each hour",N,F,99,774,201,266,365.36,107.21,83.04,80.42
95180,"Rapid desensitization procedure, each hour",N,O,516,11816,2063,6028,288.86,133.36,103.69,104.67
95250,Ambulatory continuous glucose (sugar) monitoring for a minimum of 72 hours,N,F,7,12,12,12,328.18,141.72,109.84,116.12
95250,Ambulatory continuous glucose (sugar) monitoring for a minimum of 72 hours,N,O,6028,74195,66527,73996,315.86,159.68,119.62,119.57
95251,Ambulatory continuous glucose (sugar) including interpretation and report for a minimum of 72 hours,N,F,436,2545,2158,2545,118.47,42.23,31.65,32.15
95251,Ambulatory continuous glucose (sugar) including interpretation and report for a minimum of 72 hours,N,O,6278,82299,67695,82277,96.58,43.85,33.00,33.49
95782,Sleep monitoring of patient (younger than 6 years) in sleep lab,N,F,18,20,18,20,784.67,165.97,124.24,131.58
95800,Study of sleep patterns,N,F,280,2541,2475,2541,228.28,53.62,40.36,40.73
95800,Study of sleep patterns,N,O,1412,18573,15890,18111,608.10,141.04,105.51,106.56
95801,Study of sleep patterns,N,F,46,507,501,507,154.41,48.50,37.04,38.46
95801,Study of sleep patterns,N,O,50,315,308,315,241.08,81.90,59.10,57.30
95803,"Study of sleep and wake patterns including interpretation and report, minimum of 72 hours to 14 consecutive days of recording",N,F,27,41,40,41,182.90,43.97,33.59,33.91
95803,"Study of sleep and wake patterns including interpretation and report, minimum of 72 hours to 14 consecutive days of recording",N,O,82,323,294,323,300.47,128.90,103.07,103.17
95805,Diagnostic test for sleep disorder,N,F,834,1427,1412,1427,308.60,59.58,44.88,46.27
95805,Diagnostic test for sleep disorder,N,O,996,2580,2490,2560,1097.42,314.84,241.30,251.29
95806,"Unattended sleep study with recording of heart rate, oxygen, respiratory airflow and effort",N,F,1534,17755,17522,17754,231.24,61.82,45.39,46.75
95806,"Unattended sleep study with recording of heart rate, oxygen, respiratory airflow and effort",N,O,3417,46700,41845,46076,394.19,117.98,88.10,88.96
95807,Sleep study attended by a technician,N,F,167,1149,1135,1149,294.49,61.20,45.45,47.69
95807,Sleep study attended by a technician,N,O,326,3741,3569,3711,948.73,402.58,311.49,314.27
95808,Sleep monitoring of patient in sleep lab,N,F,35,92,86,92,490.24,84.54,63.25,69.01
95808,Sleep monitoring of patient in sleep lab,N,O,40,630,619,630,1490.36,664.09,515.42,476.33
95810,Sleep monitoring of patient (6 years or older) in sleep lab,N,F,3737,136249,134463,136238,475.43,122.47,91.63,94.00
95810,Sleep monitoring of patient (6 years or older) in sleep lab,N,O,4896,195887,187858,193950,1513.03,427.76,327.02,333.97
95811,Sleep monitoring of patient (6 years or older) in sleep lab with continued pressured respiratory assistance by mask or breathing tube,N,F,3771,163414,155823,163408,493.24,127.24,95.44,98.05
95811,Sleep monitoring of patient (6 years or older) in sleep lab with continued pressured respiratory assistance by mask or breathing tube,N,O,4884,240741,220749,238148,1666.65,457.05,350.32,357.59
95812,"Measurement of brain wave (EEG) activity, 41-60 minutes",N,F,1378,14707,14135,14705,251.74,58.96,44.79,45.08
95812,"Measurement of brain wave (EEG) activity, 41-60 minutes",N,O,806,11656,11135,11640,720.26,313.74,238.70,238.83
95813,Measurement of brain wave (EEG) activity greater than 1 hour,N,F,1731,18228,17262,18224,494.82,88.29,67.48,68.86
95813,Measurement of brain wave (EEG) activity greater than 1 hour,N,O,806,12767,12348,12701,894.41,391.53,299.54,305.01
95816,"Measurement and recording of brain wave (EEG) activity, awake and drowsy",N,F,5215,209043,197986,208927,227.38,58.57,44.76,45.45
95816,"Measurement and recording of brain wave (EEG) activity, awake and drowsy",N,O,3830,83913,80117,83328,695.19,331.79,252.93,256.60
95819,"Measurement and recording of brain wave (EEG) activity, awake and asleep",N,F,4935,152891,144453,152820,229.77,59.05,45.20,45.72
95819,"Measurement and recording of brain wave (EEG) activity, awake and asleep",N,O,2985,75059,71947,74561,715.69,399.80,305.46,308.77
95822,"Measurement and recording of brain wave (EEG) activity, in coma or asleep",N,F,2639,28532,26399,28510,259.99,59.13,45.57,46.05
95822,"Measurement and recording of brain wave (EEG) activity, in coma or asleep",N,O,73,614,540,614,559.32,380.80,291.24,257.89
95824,"Measurement and recording of brain wave (EEG) activity, cerebral death evaluation",N,F,193,252,246,252,180.09,39.84,30.65,31.24
95827,"Measurement and recording of brain wave (EEG) activity, overnight",N,F,81,217,180,214,467.35,58.41,45.49,45.54
95827,"Measurement and recording of brain wave (EEG) activity, overnight",N,O,119,1695,1271,1673,1352.55,734.58,564.59,520.28
95829,Measurement of brain activity (EEG) during surgery,N,F,195,420,391,419,1540.83,350.84,271.49,270.53
95830,Insertion of electrodes in bone for measurement and recording of brain wave activity (EEG),N,F,22,36,36,36,609.47,85.30,66.25,67.83
95830,Insertion of electrodes in bone for measurement and recording of brain wave activity (EEG),N,O,3,132,129,132,712.48,207.50,160.34,172.92
95831,"Manual muscle testing of arm, leg or trunk",N,F,49,154,147,147,86.46,16.49,12.07,12.19
95831,"Manual muscle testing of arm, leg or trunk",N,O,874,56810,21094,33126,53.21,31.17,23.07,23.71
95832,Manual muscle testing of hand,N,O,128,5328,3677,5327,57.92,30.72,22.72,23.47
95833,Manual muscle testing of whole body,N,O,68,1265,744,1265,58.17,33.25,25.34,28.92
95834,Manual muscle testing of whole body including hands,N,F,3,134,125,134,91.22,31.54,23.62,24.13
95834,Manual muscle testing of whole body including hands,N,O,28,314,285,314,67.78,51.01,38.57,40.72
95851,"Range of motion testing of arm, leg or each spine section",N,F,9,51,47,51,140.64,8.20,6.11,9.18
95851,"Range of motion testing of arm, leg or each spine section",N,O,937,15962,8404,13194,54.70,17.96,13.68,13.82
95852,Range of motion testing of hand,N,F,6,64,57,64,100.72,5.83,4.32,9.33
95852,Range of motion testing of hand,N,O,85,448,340,448,53.15,15.06,10.98,11.79
95857,Injection to test for myasthenia gravis,N,F,55,78,77,78,144.29,29.89,21.81,22.70
95857,Injection to test for myasthenia gravis,N,O,62,119,118,119,141.37,54.62,40.24,40.69
95860,Needle measurement and recording of electrical activity of muscles of arm or leg,N,F,278,634,626,633,242.19,53.12,40.01,40.13
95860,Needle measurement and recording of electrical activity of muscles of arm or leg,N,O,879,2192,2154,2191,283.92,120.85,90.20,91.55
95861,Needle measurement and recording of electrical activity of muscles of arms or legs,N,F,718,35508,34859,35501,596.75,85.65,66.24,66.22
95861,Needle measurement and recording of electrical activity of muscles of arms or legs,N,O,822,3954,3709,3945,373.46,167.54,127.05,128.12
95863,Needle measurement and recording of electrical activity of muscles in arms or legs,N,F,39,103,103,103,932.52,103.89,79.14,78.67
95863,Needle measurement and recording of electrical activity of muscles in arms or legs,N,O,77,212,212,212,444.13,219.29,166.89,169.74
95864,Needle measurement and recording of electrical activity of muscles in arms or legs,N,F,113,3231,3162,3231,820.20,111.15,86.84,85.96
95864,Needle measurement and recording of electrical activity of muscles in arms or legs,N,O,106,357,352,355,486.07,238.15,183.31,184.60
95865,Needle measurement and recording of electrical activity of muscles of voice box,N,F,174,1863,1851,1863,778.07,87.37,67.19,67.93
95865,Needle measurement and recording of electrical activity of muscles of voice box,N,O,34,110,98,110,306.59,141.46,108.31,108.67
95866,Needle measurement and recording of electrical activity of muscles between chest and abdominal cavity,N,F,25,41,41,41,219.22,73.21,56.45,54.71
95866,Needle measurement and recording of electrical activity of muscles between chest and abdominal cavity,N,O,78,131,128,128,265.66,132.66,100.27,100.89
95867,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on one side of body,N,F,317,1027,1015,1025,254.57,43.51,33.46,33.39
