description,y_pred,y_conf,y_true
Re-exploration of liver wound with removal of packing,High,0.38144198,High
Insertion of eye fluid drainage device,High,0.54506433,High
Creation of flap to close mastoid cavity,High,0.9715205,High
Open treatment of spontaneous hip dislocation,High,0.5539301,High
"Relocation of arm vein with connection to arm artery, open procedure",Moderate-High,0.47950476,High
Repair of ankle joint,High,0.48662058,High
"Removal of plaque and insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",Very-High,0.84118974,High
Removal of vocal cord growth or cartilage attachment,Moderate-High,0.50675243,High
Release of small bowel obstruction,High,0.7467315,High
Realignment of the eye with repair of two horizontal eye muscles,High,0.97434765,High
Removal of stomach ulcer or growth,High,0.8252866,High
Fusion of finger joint with bone graft,High,0.7697039,High
Removal of fluid-producing glands for sperm movement (semen),High,0.9004001,High
Insertion or replacement of brain neurostimulator generator or receiver,High,0.72092235,High
Bypass of diseased or blocked artery (arm to upper leg artery),High,0.9970379,High
Removal of nasal sinus,High,0.34326774,High
Application of multiplane external bone fixation system on one arm or leg,High,0.80717087,High
"Release of tissues of palm, accessed through the skin",High,0.8488434,High
Removal of growth of chest wall and ribs,Very-High,0.70586914,High
Removal of one lobe of lung,High,0.4642352,High
"Vaginal removal of uterus (250 grams or less), tubes, and/or ovaries with repair of herniated bowel",High,0.855731,High
"Implantation of donor cartilage cells into foot joint with grafts, open procedure",High,0.47040462,High
Removal of hinged joint of upper and lower jaw bones,High,0.4726391,High
Revision of previous mastoid surgery with removal of remaining mastoid bone,High,0.9239934,High
Prosthetic repair of shoulder joint,High,0.7124638,High
Open treatment of broken forearm bone,High,0.8431189,High
Removal of outer lining of cornea,High,0.7736035,High
Anchoring of tendon of fingers to wrist bone,High,0.8229405,High
Bypass on diseased or blocked groin to upper leg artery,High,0.9102508,High
Repair of upper eyelid muscle to correct drooping or paralysis,High,0.90763944,High
Bypass of diseased or blocked artery (chest to opposite chest artery),High,0.92083704,High
Replacement of stomach reduction device using an endoscope,High,0.79138505,High
Open treatment of broken upper arm bone with prosthetic replacement,High,0.8025094,High
Suture and/or tying chest lymph duct,Moderate-High,0.50249815,High
"Repair of defect for single channel outlet of rectum, vagina, and urinary tract",High,0.8178318,High
Removal (less than 5 centimeters) tissue growth of shoulder area,High,0.87363625,High
Examination of lung with removal of lung lobe using an endoscope,Moderate-Low,0.57447624,High
Application of multiplane external bone fixation system on one arm or leg,High,0.80717087,High
Partial removal of large bowel with creation of opening to the skin,Very-High,0.5285795,High
Removal or repair of collar bone and shoulder blade joint,Moderate-High,0.48541927,High
Removal of sutures under anesthesia by same surgeon,Moderate-Low,0.9739982,High
Closure of abnormal drainage tract of small bowel,High,0.5576284,High
Preparation of two cadaver lungs for transplantation,High,0.5930001,High
Implantation of corneal ring segments,High,0.98138773,High
Removal (3 centimeters or greater) tissue growth at forearm and/or wrist,High,0.36818114,High
Open treatment of broken foot bone,High,0.5733498,High
"Creation of stomach feeding tube, open procedure",Moderate-High,0.6141873,High
"Repair of ruptured Achilles tendon with graft, open or through skin procedure",High,0.98985696,High
"Removal of kidney and partial removal of urinary duct (ureter), open procedure",High,0.9245003,High
Incision of tissue of front and/or lateral and rear muscle compartments of lower leg with removal of muscle and/or nerve,High,0.68394077,High
Stabilization of upper arm bone,High,0.95027125,High
Total removal of breast,Very-High,0.65061617,High
Removal of blood clot and portion of artery of groin,High,0.74864316,High
"Fusion of spine bones for correction of deformity, posterior approach, up to 6 vertebral segments",Very-High,0.9554727,High
"Replacement of aortic valve with prosthetic valve on heart-lung machine, open procedure",Very-High,0.95011014,High
Exploration of nasal sinus using an endoscope,Moderate-High,0.4803731,High
Revision of reconstructed breast,Very-High,0.3721381,High
Insertion of multi-component inflatable penile prosthesis,High,0.98230827,High
Anesthesia for procedure on major lower abdominal wall blood vessels,Moderate-Low,0.7030352,High
Repair of esophagus,High,0.56459147,High
Bypass of diseased or blocked artery (lower leg to lower leg artery),High,0.9880789,High
Repair of finger tendon,High,0.6614846,High
Removal of defibrillator electrodes,Moderate-High,0.45387354,High
Removal of entire elbow joint lining using an endoscope,High,0.98133886,High
Removal of blood clot and portion of artery of groin,High,0.74864316,High
Creation of sling around bladder canal (urethra) to control leakage using an endoscope,Moderate-High,0.7075382,High
Open treatment of broken nasal and eye bones,High,0.93257034,High
"Closure of abnormal drainage tract from rectum into vagina with creation of large bowel opening, open abdominal procedure",Moderate-High,0.38007954,High
Reduction of size of upper stomach,High,0.75535876,High
Open treatment of broken eye socket bone with implant,High,0.8836513,High
Removal of transplanted donor pancreas,High,0.9019657,High
Removal of an extra urinary duct (ureter),High,0.3174226,High
Vaginal removal of uterus and vagina,Moderate-High,0.7785786,High
Removal and replacement of brain and spinal fluid shunt system,Very-High,0.5901028,High
Open treatment of broken bones of face and head,High,0.72054183,High
"Incision of small bowel for exploration, biopsy, or foreign body removal",Moderate-Low,0.9573794,High
Repair of shoulder joint,High,0.83689094,High
Removal of total lymph nodes of both sides of pelvis and abdominal lymph node biopsy using an endoscope,Very-High,0.7431411,High
Obstetrical pre- and postpartum care and vaginal delivery,High,0.8746529,High
Reconstruction of conjunctiva,High,0.56779397,High
Removal and repair of large bone defect of shin or ankle using an endoscope,High,0.87859416,High
Creation of nerve and blood vessel skin graft,Very-High,0.5174212,High
"Release of tissues of palm, accessed through the skin",High,0.8488434,High
Reconstruction of dislocating knee cap,High,0.75275093,High
Relocation of muscle of shoulder or upper arm,High,0.6160641,High
Stomach procedure using an endoscope,Moderate-High,0.39522827,High
Removal of loose or foreign body of elbow using an endoscope,High,0.9817228,High
Repair of paraesophageal hernia,High,0.9029102,High
Partial removal of wrist joint lining using an endoscope,High,0.96533746,High
Reattachment of nasal and eye socket ligament,High,0.51795536,High
Fusion of multiple foot joints,High,0.8604254,High
Repair of injury to muscle separating the chest and abdominal cavities,High,0.9909791,High
Release of intestinal scar tissue,High,0.8564368,High
Insertion of implantable arterial infusion pump,Moderate-Low,0.5865679,High
Removal of lymph nodes at groin,High,0.38534665,High
Removal of growth of peripheral nerve or nerve lining,High,0.60789233,High
Reconstruction and (larger than 5 centimeter in diameter) graft of skull bone defect,High,0.9629267,High
"Removal of tissue and/or bone at elbow, open procedure",High,0.90906566,High
Open treatment of broken shin bone with plate or screws,High,0.95236003,High
Reconstruction of abnormal toe,Moderate-Low,0.52708,High
Revision of attachment of stomach and small bowel,Very-High,0.53149027,High
Incision and exploration of chest cavity,Moderate-High,0.56943566,High
Repair of upper eyelid muscle to correct drooping or paralysis,High,0.90763944,High
Repair of traumatic tear in lung and/or control of bleeding,High,0.88846785,High
Insertion of intravascular stents in neck artery with radiological supervision and interpretation,High,0.778034,High
Incision to repair upper arm bone,Moderate-High,0.4943919,High
Removal of bladder and lymph nodes on both sides of pelvis,Very-High,0.5200075,High
Removal of ribs,Very-High,0.33869755,High
Bone graft of upper thigh bone and hip joint,High,0.44735134,High
Procedure on abdomen using an endoscope,Moderate-Low,0.4109945,High
Complicated repair of the scrotum,High,0.97884095,High
"Incision of multiple tendons of thigh or hamstring muscles, accessed through the skin",Moderate-Low,0.6229509,High
Connection of urinary duct (ureter) to kidney,High,0.8395815,High
Partial removal of collar bone at shoulder using an endoscope,High,0.7925097,High
Removal or scraping of cyst or growth of either bone of lower leg with donor bone graft,High,0.5718853,High
"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",High,0.97675097,High
Open treatment of shoulder dislocation and broken upper arm bone,High,0.920939,High
Connection to bladder of lower portion of urinary duct (ureter),High,0.48828998,High
Removal of malignant growth of lower jaw bone,Very-High,0.34444115,High
"Injections of both sides of sacrum for enlargement, 2 or more needles, accessed through the skin",Very-High,0.7200509,High
Anesthesia for amputation of leg including pelvic bone,Moderate-High,0.40418246,High
"Incision and drainage of kidney abscess, open procedure",Moderate-Low,0.44397023,High
Removal of dead or infected finger joint tissue using an endoscope,High,0.78393817,High
Shortening of one of the forearm bones,High,0.82020926,High
Suture repair of great vessels and heart on heart-lung machine,High,0.8951293,High
Repair of abnormal drainage tract between two nasal sinuses,High,0.89319015,High
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or less, or 1% body area of infants and children)",Moderate-High,0.5607056,High
Plastic repair of salivary duct,Moderate-High,0.42942634,High
Revision of shunts to bypass blood flow to liver using imaging guidance,Very-High,0.61427784,High
Suture of facial nerve at temple,High,0.9735241,High
Tongue or floor of mouth procedure,Moderate-High,0.48836753,High
Diagnostic examination of jaw joint using an endoscope,High,0.60371333,High
Incision of tear duct using an endoscope,Moderate-High,0.5659394,High
Open treatment of dislocated hand joint,Moderate-High,0.8755217,High
Shortening or advancement of upper eyelid muscle to correct drooping or paralysis,High,0.8452754,High
Placement of spinal cord graft,High,0.84427094,High
Removal of air sac of lung using an endoscope,High,0.9661709,High
"Insertion of drain from pancreatic cyst into abdominal cavity, open procedure",Moderate-High,0.47553447,High
Repair of joint of hand bone and finger,High,0.96878964,High
Incision of gallbladder cyst with creation of drainage tract from bile duct in liver to small bowel,High,0.8917217,High
Placement of graft to repair abnormal heart artery,High,0.90135235,High
Repair of non-healed foot bone,High,0.6668302,High
Repair of trapped incisional hernia using an endoscope,High,0.93153656,High
Repair of finger tendon,High,0.6614846,High
Removal of bone defect of shin and/or ankle using an endoscope,High,0.8220553,High
Removal of bone cyst or growth of hip or pelvic bone,Moderate-High,0.48351097,High
Release of ear bone,High,0.3621213,High
Relocation of nerve and muscle to restore voice box function,Low,0.64864683,High
Removal (5 centimeters or greater) muscle growth of thigh or knee,Moderate-High,0.5869337,High
Radiological supervision and interpretation of repair of artery bifurcation of one groin with prosthesis,Low,0.6390948,High
Partial removal of bone and/or release of middle spinal cord or spinal nerves,High,0.46372074,High
Complete removal of inside lining of chest cavity and lung using an endoscope,High,0.93402123,High
Abdominal removal of uterus (greater than 250 grams) using an endoscope,High,0.98098856,High
Closure of abnormal drainage tract from stomach to large bowel,High,0.5038723,High
Severing of vagus nerve to stomach,High,0.74012566,High
Removal of lip with skin flap repair,High,0.7314744,High
Removal of joint joining rib and spine bone,Very-High,0.8711258,High
Open treatment of broken and dislocated wrist bone,High,0.6376284,High
Partial removal of stomach,High,0.3403029,High
Examination of spleen using an endoscope,Moderate-Low,0.47110003,High
Transplant of tendon to palm,High,0.97521544,High
Partial reconstruction of lower jaw or cheek bone with insertion of implant,Very-High,0.8699926,High
Repair of rectal wound,High,0.5617959,High
Removal or scraping of finger bone cyst or growth with bone graft,High,0.5605789,High
Replacement of tissue expander with permanent prosthesis,Very-High,0.7356593,High
Removal of collar bone,Very-High,0.32377177,High
Removal of growth of finger joint,Moderate-High,0.46820042,High
Fusion of ankle joint using an endoscope,High,0.9840246,High
Removal (less than 5 centimeters) tissue growth in abdominal wall,High,0.7061845,High
Partial removal of collar bone at shoulder using an endoscope,High,0.7925097,High
Repair of knee cap with insertion of prosthesis,High,0.9319205,High
Removal of uterine muscle tumor using an endoscope,Moderate-High,0.35819396,High
Creation of brain fluid drainage shunt,Very-High,0.8481155,High
Decompression of eye bone using an endoscope,High,0.8515692,High
Abdominal removal of uterus and cervix with repair of vaginal defect,High,0.49092677,High
Repair of blood vessel of leg with vein graft,High,0.7779855,High
Repair of bulging (aneurysm) or tear in abdominal aorta,High,0.8927456,High
Repair of thigh bone with insertion of stabilizing fixation,High,0.95837003,High
Repair of spinal fluid leak,High,0.9362258,High
Open treatment of broken of lower forearm bone or growth plate separation with insertion of hardware,High,0.8277526,High
Spleen procedure using an endoscope,High,0.95129246,High
Open treatment of broken bones of face and head and/or insertion of hardware,High,0.56403446,High
Partial removal of shin bone,High,0.8006184,High
Bypass of diseased or blocked artery (lower leg to opposite lower leg artery),High,0.99542147,High
Removal (less than 3 centimeters) tissue growth at forearm and/or wrist,Moderate-High,0.5595587,High
Physiological support for harvesting of organs,High,0.80834675,High
Removal of elbow or upper forearm bone cyst or growth,High,0.6810586,High
Vaginal removal of uterus and vagina,Moderate-High,0.7785786,High
Correction of claw finger,High,0.83614266,High
Creation of eye fluid drainage tract,High,0.65021545,High
"Incision of the bladder canal (urethra) using an endoscope, male",Moderate-Low,0.9270871,High
Partial removal of small bowel,High,0.48920372,High
Removal (5 centimeters or greater) muscle growth of leg or ankle,Moderate-High,0.7655381,High
Incision of ear canal with release of scar tissue,Moderate-High,0.49065477,High
"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, younger than 1 year of age",High,0.8317748,High
Repair of eardrum and ear canal with incision of mastoid bone,High,0.5035107,High
Removal of lymph nodes at groin and pelvis,High,0.7727354,High
Removal of vaginal and surrounding tissue,High,0.64752877,High
Repair of hernia of muscle at esophagus and stomach using an endoscope,High,0.6890027,High
Removal of kidney and partial removal of urinary duct (ureter) using an endoscope,High,0.9417906,High
Transplantation of stem cells to cornea,High,0.98522437,High
Realignment of the eye with repair of two or more vertical muscles,High,0.9775198,High
Removal of blood clot and portion of artery of neck,High,0.7496471,High
Examination of lung with removal of lung lobe using an endoscope,Moderate-Low,0.57447624,High
Partial removal of urinary duct (ureter) with connection to opposite urinary duct,High,0.8315968,High
Repair of upper leg vein valve,High,0.64067864,High
Open treatment of collar bone broken,High,0.52013797,High
"Drainage of abscess of upper or middle spine, open chest procedure",Moderate-High,0.35660094,High
Anesthesia for surgery on mouth,Moderate-Low,0.8984316,High
Partial removal of forearm bone,High,0.55803746,High
Partial removal of external female genitals and surrounding lymph nodes on one of the groin,Very-High,0.6465219,High
Repair of non-healed fracture of shin bone,High,0.9715152,High
Removal of dead elbow bone,Moderate-High,0.5387184,High
Incision to repair heel bone,High,0.48405516,High
Reconstruction of urinary duct (ureter),High,0.8175491,High
Repair of knee joint and removal of scar tissue using an endoscope,High,0.7915061,High
Open treatment of broken eye socket bone with bone graft,High,0.8636317,High
Repair of paraesophageal hernia with mesh implant,High,0.8463829,High
Repair of forearm and/or wrist tendon or muscle with graft,High,0.8157607,High
Bypass of diseased or blocked artery (groin to upper leg artery),High,0.9839987,High
Repair of blood vessel of abdomen,High,0.52962786,High
"Implantation of peripheral nerve neurostimulator electrodes, accessed through the skin",Very-High,0.46445608,High
Insertion of multi-component inflatable penile prosthesis,High,0.98230827,High
"Repair of anal muscle to correct incontinence, adult",Moderate-High,0.99456304,High
Fusion of thumb,High,0.94467634,High
Incision or removal of ear bone with insertion of prosthesis,High,0.42142263,High
Suture of ulnar nerve (forearm or hand),High,0.71856016,High
Closed treatment of broken jaw bone with manipulation,Moderate-High,0.83962005,High
Anesthesia for removal of adrenal gland,High,0.9497757,High
Removal of pressure sore and lower pelvic bone in preparation of muscle flap or skin graft closure,High,0.8339944,High
Open treatment of broken hand or finger,High,0.8614972,High
"Drainage of liver abscess or cyst, open procedure",High,0.6719804,High
Treatment of broken leg bone with assistance of an endoscope,High,0.97810537,High
Partial removal of upper arm bone,High,0.5653761,High
Release of wrist ligament using an endoscope,High,0.75225663,High
Replacement of tissue expander with permanent prosthesis,Very-High,0.7356593,High
Repair of finger tendon with graft,High,0.9332373,High
Removal of pressure sore at sacrum in preparation of muscle flap or skin graft,High,0.9562409,High
"Incision and drainage of kidney abscess, open procedure",Moderate-Low,0.44397023,High
"Insertion of anterior spinal instrumentation for spinal stabilization, 8 or more vertebral segments",High,0.99251306,High
Anesthesia for procedure on heart and great blood vessels,Moderate-Low,0.40405545,High
Open treatment of broken eye socket bone with implant,High,0.8836513,High
Removal of tissue of palm,High,0.5422312,High
Incision of eye bone to reduce pressure,Moderate-High,0.64530075,High
Removal of elbow joint hardware,Moderate-High,0.43892977,High
Removal of forearm bone cyst or growth with donor bone graft,Moderate-High,0.5293524,High
Plastic repair of vagina for intersex state,Moderate-Low,0.5398891,High
Repair of knee joint using an endoscope,High,0.82659054,High
Repair of finger tendon with graft,High,0.9332373,High
Repair of opening into cochlea,Moderate-Low,0.44685096,High
Removal of cataract with insertion of lens,Moderate-High,0.8489172,High
Endocrine system procedure using an endoscope,Moderate-High,0.6068879,High
Creation of drainage tract from tear sac to the nasal cavity,High,0.629843,High
Reshaping of nasal cartilage,High,0.8247517,High
Suture repair of great vessels of heart and chest,High,0.85270566,High
Incision of pelvic and thigh bone,High,0.6389723,High
Removal of entire shoulder joint lining using an endoscope,High,0.98875123,High
Removal of wrist bone cyst or growth,High,0.685133,High
Removal of implant material from inside the eye,Moderate-High,0.60429585,High
Repair of blood vessel of neck with graft,High,0.79730624,High
Partial removal of nasal sinus,High,0.4650492,High
Incision and repair of bony defect of cheek bone including bony segment reduction,High,0.71608293,High
Removal of eye fluid (vitreous) between the lens and retina,High,0.87371707,High
Insertion of catheters into breast for radiation therapy with or after breast removal using imaging guidance,Moderate-High,0.44569853,High
Repair of esophageal defect with repair of abnormal drainage tract,High,0.78093827,High
Open treatment of broken upper arm bone at elbow,High,0.920088,High
Removal of elbow joint hardware,Moderate-High,0.43892977,High
Reconstruction of upper heart chamber tissue and alteration of electrical pathway using an endoscope,Very-High,0.53148687,High
Removal of lining of lung using an endoscope,High,0.8598332,High
Removal of excessive skin of lower eyelid,High,0.94137555,High
Removal of joint joining rib and spine bone,Very-High,0.8711258,High
Removal of thymus gland using an endoscope,High,0.99741495,High
Removal of malignant growth of stomach,Moderate-High,0.27101928,High
Lengthening of tendon of hand or finger,High,0.6647336,High
Repair of defect of roof of mouth,High,0.8855002,High
Correction of widely-opened upper eyelid,High,0.84513414,High
Connection of lower portion of urinary duct (ureter) to bladder,High,0.72817004,High
Spine procedure,Very-High,0.64190257,High
Removal of kidney and urinary duct (ureter) with partial removal of bladder,High,0.8996927,High
Creation of sling around male bladder canal (urethra) to control leakage,High,0.8514755,High
Transplant or transfer of multiple thigh tendons,High,0.6355508,High
Fusion of multiple foot joints,High,0.8604254,High
Creation of multiple tissue skin graft,High,0.47633505,High
Replacement of lower heart chamber assistive blood flow device,Very-High,0.87751645,High
Transplantation of tissue from one cornea to other cornea,High,0.7763898,High
Lengthening of tendon of hand or finger,High,0.6647336,High
Removal of cyst or growth from sac that covers the heart,Moderate-High,0.4715754,High
Repair of non-healed foot bone,High,0.6668302,High
Insertion of shunts to bypass blood flow to liver using imaging guidance,Very-High,0.5131302,High
Reconstruction of upper arm bone,High,0.7655263,High
Removal of spine bone with severing of nerve roots,Very-High,0.7283859,High
Relocation of tendon of forearm and/or wrist,High,0.59843314,High
Repair of bulging (aneurysm) or tear in abdominal aorta,High,0.8927456,High
Repair of spinal fluid leak into nasal sinus using an endoscope,High,0.9706181,High
Open treatment of broken thigh bone,High,0.89919424,High
Open treatment of broken nasal and cheek bones with wiring of teeth and/or insertion of hardware,High,0.7848948,High
Removal of foreign body in lung,Moderate-Low,0.30995303,High
Fusion of foot joint,High,0.88062054,High
Partial removal of thyroid lobe on one side of the neck plus the same operation on the opposite side of the neck including the tissue in between,Moderate-High,0.7995458,High
Partial removal of bone and/or release of upper spinal cord or spinal nerves,High,0.50705194,High
Relocation of forearm tendon and muscle,Moderate-High,0.50134045,High
Insertion of great vessel graft,High,0.6533337,High
"Transfer of tendon of hand, all four fingers",High,0.5450604,High
Repair of diseased or ruptured bulging (aneurysm) artery of upper thigh,High,0.9766203,High
Removal of foreign body from lining of chest cavity using an endoscope,High,0.5596457,High
"Removal of kidney and partial removal of urinary duct (ureter), open procedure",High,0.9245003,High
Reattachment of shoulder joint capsule,High,0.9725063,High
Removal (less than 5 centimeters) tissue growth of upper arm or elbow,High,0.7990655,High
Amputation of penis and removal of lymph nodes on both sides of the groin,High,0.68896234,High
Incision of tissue of forearm and/or wrist muscle compartment with removal of muscle and/or nerve,High,0.80018574,High
Repair of diseased or ruptured bulging (aneurysm) artery of lower leg,High,0.96876615,High
Tying of major chest artery,Moderate-Low,0.4844624,High
Fusion of ankle joint,High,0.9703062,High
"Catheter based repair of left lower heart (aortic) valve, accessed through the skin",High,0.82988644,High
Open treatment of broken ankle,High,0.58818424,High
Removal of eye contents,High,0.63750005,High
Correction of bunion,High,0.9791753,High
Removal of excessive skin and tissue beneath the skin of leg,High,0.6981431,High
"Destruction of 1 or more growths in one kidney, accessed through the skin",High,0.93295306,High
Repair of thigh bone with insertion of rod,High,0.9723203,High
Plastic revision of prior eye socket and facial bone repair,Very-High,0.95872766,High
Removal of implanted lens in eye,Moderate-High,0.4872718,High
Incision of vagus nerves of stomach using an endoscope,Moderate-High,0.6661633,High
"Evaluation and insertion of catheters for recording, pacing, and attempted induction of abnormal heart rhythm",High,0.83881897,High
Removal or shaving of hip joint socket cartilage using an endoscope,High,0.93802214,High
Open treatment of broken shin bone,High,0.9190249,High
Removal of foreign body or clot protein deposit in lung lining,High,0.9290101,High
Incision and repair of bony defect of cheek bone including bony segment reduction,High,0.71608293,High
Repair of shoulder joint,High,0.83689094,High
Removal or scraping of bone cyst or growth of ankle bone with graft from hip or other bone,Moderate-High,0.5253019,High
Creation of blood flow from left lower heart chamber to aorta,Very-High,0.8787637,High
Removal of growth of ear canal,High,0.35965377,High
Removal of pressure sore and lower pelvic bone with skin graft,High,0.7890783,High
Repair of tendon or muscle of forearm and/or wrist,High,0.78104633,High
Reconstruction of kidney,High,0.757339,High
Repair of webbed finger,High,0.72722876,High
Internal insertion of eye fluid drainage device,Moderate-Low,0.86969084,High
"Placement of stent of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",Moderate-Low,0.35329625,High
Reconstruction of hip socket and repair of thigh bone using an endoscope,High,0.956243,High
Incision and repositioning of cheek bone,High,0.5408271,High
Repair to increase depth of mouth,Very-High,0.8045745,High
Removal of bone joints between wrist and fingers,Moderate-High,0.8670862,High
Bypass of diseased or blocked artery (arm to arm artery),High,0.9910897,High
Anesthesia for procedure on major lower abdominal wall blood vessels,Moderate-Low,0.7030352,High
Repair of membrane opening of middle to inner ear,High,0.92451847,High
Reattachment of nasal and eye socket ligament,High,0.51795536,High
Removal or scraping of bone cyst or growth of toes,High,0.5293797,High
Repair of finger tendon with graft,High,0.9332373,High
Vaginal delivery after prior cesarean delivery with post-delivery care,High,0.76609993,High
Removal of (2 centimeters or greater) soft tissue growth of face or scalp,Moderate-High,0.81377715,High
Fusion of ankle joint using an endoscope,High,0.9840246,High
Removal of nasal sinus tissue using an endoscope,Very-High,0.579332,High
Partial removal of bone and/or release of upper spinal cord or spinal nerves,High,0.50705194,High
Removal of scar tissue to release tendon of palm or finger,High,0.84869814,High
Open treatment of broken wrist bone,High,0.79643947,High
Suture of hand or foot common sensory nerve,High,0.9801844,High
Repair of diseased or bulging (aneurysm) artery of upper chest or neck,High,0.97236156,High
Fusion of foot joint using an endoscope,High,0.9583559,High
Creation of brain fluid drainage shunt,Very-High,0.8481155,High
Repair of blood vessel of neck,High,0.76302737,High
Destruction of tissue and reconstruction of right lower heart on heart-lung machine,High,0.5641987,High
Incision of hip joint with exploration or removal of loose or foreign body,High,0.6838008,High
"Insertion of stents into vertebral artery via catheter, open or accessed through the skin including radiologic supervision and interpretation",Moderate-Low,0.9217271,High
Removal of rectal tumor using an endoscope,Very-High,0.5533434,High
Repair of bulging (aneurysm) wall or tear in abdominal aorta,High,0.84970844,High
Repair of facial nerve,High,0.68024206,High
Removal of previously transplanted donor kidney,High,0.84661555,High
Removal or re-exploration of parathyroid glands,High,0.48600602,High
Removal of windpipe cartilage growth,Very-High,0.22634101,High
Reconstruction of upper arm bone,High,0.7655263,High
Repair of mucous lining of nasal passage with graft,High,0.9812905,High
Open treatment of broken and/or dislocated upper or lower arm bones at elbow,High,0.83225965,High
Removal of blood clot and portion of artery of upper thigh artery,High,0.930074,High
Removal of growth of pancreas,Very-High,0.73387533,High
Procedure at chest cavity below breast bone,High,0.43135402,High
Removal of kidney stones,High,0.8983857,High
Exploration of spinal fusion,High,0.8696233,High
Insertion of vascular bone graft into wrist bone,Very-High,0.60537606,High
Dilation to improve eye fluid flow,High,0.39459425,High
Bypass of diseased or blocked artery (lower thigh to lower leg artery),High,0.99236065,High
Removal of bladder,Moderate-High,0.39855736,High
Removal of spinal neurostimulator electrodes,Moderate-High,0.3725826,High
Bypass of diseased or blocked artery (upper leg to lower leg artery),High,0.99324566,High
Repair of diseased or bulging (aneurysm) artery of groin,High,0.9816238,High
Anesthesia for procedure on middle spine and spinal cord with 1 lung ventilation,High,0.89224887,High
Repair of finger tendon,High,0.6614846,High
Repair of elbow joint,High,0.733297,High
Incision of finger,Moderate-High,0.37286428,High
Removal of pressure sore and bone at sacrum in preparation of muscle flap or skin graft,High,0.9557895,High
Reattachment of nasal and eye socket ligament,High,0.51795536,High
"Revision of arterial bypass of groin with placement synthetic graft, open procedure",High,0.9501299,High
Repair of ankle joint with prosthesis,High,0.76746845,High
Partial removal of bladder,Moderate-High,0.47166887,High
Drainage or removal of liver duct stone,High,0.7700508,High
Partial removal of ankle joint lining using an endoscope,High,0.9386606,High
Open treatment of broken forearm bone at elbow,High,0.93794525,High
Bypass of diseased or blocked artery (arm to opposite arm artery),High,0.9985305,High
Removal of pancreatic duct stones,High,0.55314744,High
Fusion of hand joint with bone graft,High,0.98860556,High
Removal of abdominal cavity lymph nodes,Very-High,0.45225093,High
Open treatment of hip socket fracture with insertion of hardware,High,0.822802,High
Repair of diseased or bulging (aneurysm) artery of forearm,High,0.9853035,High
Correction of bunion,High,0.9791753,High
Laser destruction of prostate including control of bleeding using an endoscope,High,0.72191423,High
"Fixation of rectum to sacrum, perineal approach",High,0.98465246,High
Creation of eye fluid drainage tract,High,0.65021545,High
Repair of finger tendon using tissue,High,0.95529014,High
Exchange of lens prosthesis,High,0.7996646,High
Partial removal of uterus (greater than 250 grams) with retention of cervix using an endoscope,High,0.4996325,High
Creation of large bowel drainage tract to skin surface,High,0.60754824,High
Repair of shoulder joint,High,0.83689094,High
Open treatment of broken and/or dislocated upper or lower arm bones at elbow,High,0.83225965,High
Reconstruction of urinary duct (ureter),High,0.8175491,High
Correction of bunion,High,0.9791753,High
Removal of eye contents,High,0.63750005,High
Removal or revision of neurostimulator pulse generator or receiver,Moderate-High,0.5558046,High
Suture of pancreatic injury,Moderate-High,0.5027965,High
Suture of stomach laceration,High,0.6481814,High
Repair of bladder and/or bladder canal (urethra),High,0.62197536,High
Anesthesia for bypass graft from groin artery to shoulder or underarm artery,Moderate-High,0.5685466,High
Reconstruction and (up to 5 centimeter in diameter) graft of skull bone defect,High,0.96100855,High
Fusion of wrist joint with bone graft from wrist,High,0.88725626,High
Removal of malignant growth of lower jaw bone,Very-High,0.34444115,High
Repair of hip socket with removal of head of thigh bone,Very-High,0.5907873,High
"Catheter based closure of congenital heart defect with implant, accessed through the skin",Very-High,0.68320674,High
Removal and replacement of infected components of inflatable penile prosthesis,Moderate-High,0.5796313,High
Removal of blood clot and portion of artery of neck,High,0.7496471,High
Reconstruction of lower eyelid by transfer of eyelid tissue from opposite eyelid,High,0.50660294,High
Bypass of diseased or blocked artery (arm to upper leg artery),High,0.9970379,High
Removal of lens material and capsule for dislocated lens,Moderate-High,0.69920576,High
"Removal of kidney and partial removal of urinary duct (ureter), open procedure",High,0.9245003,High
"Repair of tendon, finger and/or hand",High,0.9600639,High
Anesthesia for procedure on blood vessel in brain,Moderate-Low,0.4153311,High
Tying of major artery of the abdomen,Moderate-Low,0.71841747,High
Bypass of diseased or blocked artery (arm to opposite arm artery),High,0.9985305,High
Partial removal of salivary gland growth with release of facial nerve,High,0.81658894,High
Open treatment of growth plate or broken upper arm bone at elbow,High,0.9197325,High
"Suture of large bowel ulcer, defect, wound, injury, or rupture with creation of opening",High,0.84707797,High
Repair of the throat at esophagus,High,0.8184693,High
Relocation of forearm tendons,Moderate-High,0.39396104,High
Removal of growth of ear canal,High,0.35965377,High
Partial removal of stomach,High,0.3403029,High
Laser destruction of eye fluid (vitreous) between the lens and retina,High,0.6114628,High
