description,y_pred,y_conf,y_true
Removal of elbow or upper forearm bone cyst or growth,High,0.9878042,High
Vaginal removal of uterus and vagina,High,0.9166488,High
Correction of claw finger,Moderate-High,0.50597113,High
Creation of eye fluid drainage tract,High,0.954728,High
"Incision of the bladder canal (urethra) using an endoscope, male",Moderate-Low,0.9591952,High
Partial removal of small bowel,Moderate-Low,0.4896189,High
Removal (5 centimeters or greater) muscle growth of leg or ankle,Moderate-High,0.86709124,High
Incision of ear canal with release of scar tissue,Moderate-Low,0.57293993,High
"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, younger than 1 year of age",High,0.73010325,High
Repair of eardrum and ear canal with incision of mastoid bone,High,0.75612897,High
Removal of lymph nodes at groin and pelvis,High,0.9725769,High
Removal of vaginal and surrounding tissue,Moderate-High,0.41769004,High
Repair of hernia of muscle at esophagus and stomach using an endoscope,High,0.9517927,High
Removal of kidney and partial removal of urinary duct (ureter) using an endoscope,High,0.9498337,High
Transplantation of stem cells to cornea,High,0.89662534,High
Realignment of the eye with repair of two or more vertical muscles,High,0.98614895,High
Removal of blood clot and portion of artery of neck,High,0.97016776,High
Examination of lung with removal of lung lobe using an endoscope,High,0.3176278,High
Partial removal of urinary duct (ureter) with connection to opposite urinary duct,High,0.9755586,High
Repair of upper leg vein valve,Moderate-High,0.568281,High
Open treatment of collar bone broken,High,0.68562996,High
"Drainage of abscess of upper or middle spine, open chest procedure",High,0.8944599,High
Anesthesia for surgery on mouth,High,0.868428,High
Partial removal of forearm bone,Moderate-High,0.65836805,High
Partial removal of external female genitals and surrounding lymph nodes on one of the groin,High,0.9559476,High
Repair of non-healed fracture of shin bone,High,0.9890259,High
Removal of dead elbow bone,Moderate-High,0.7030629,High
Incision to repair heel bone,Moderate-High,0.9103237,High
Reconstruction of urinary duct (ureter),High,0.8885803,High
Repair of knee joint and removal of scar tissue using an endoscope,High,0.9752333,High
Open treatment of broken eye socket bone with bone graft,High,0.84692734,High
Repair of paraesophageal hernia with mesh implant,High,0.94226474,High
Repair of forearm and/or wrist tendon or muscle with graft,High,0.9530618,High
Bypass of diseased or blocked artery (groin to upper leg artery),High,0.91996086,High
Repair of blood vessel of abdomen,High,0.5247958,High
"Implantation of peripheral nerve neurostimulator electrodes, accessed through the skin",Very-High,0.5919995,High
Insertion of multi-component inflatable penile prosthesis,High,0.87705636,High
"Repair of anal muscle to correct incontinence, adult",Moderate-High,0.9490963,High
Fusion of thumb,High,0.9636182,High
Incision or removal of ear bone with insertion of prosthesis,High,0.8459932,High
Suture of ulnar nerve (forearm or hand),High,0.96287704,High
Closed treatment of broken jaw bone with manipulation,Moderate-High,0.78503275,High
Anesthesia for removal of adrenal gland,High,0.8527079,High
Removal of pressure sore and lower pelvic bone in preparation of muscle flap or skin graft closure,High,0.99038965,High
Open treatment of broken hand or finger,High,0.71920866,High
"Drainage of liver abscess or cyst, open procedure",High,0.50469047,High
Treatment of broken leg bone with assistance of an endoscope,High,0.93579566,High
Partial removal of upper arm bone,Moderate-High,0.83005494,High
Release of wrist ligament using an endoscope,High,0.93670076,High
Replacement of tissue expander with permanent prosthesis,Very-High,0.49479985,High
Repair of finger tendon with graft,High,0.99755645,High
Removal of pressure sore at sacrum in preparation of muscle flap or skin graft,High,0.98898697,High
"Incision and drainage of kidney abscess, open procedure",Moderate-Low,0.86510897,High
"Insertion of anterior spinal instrumentation for spinal stabilization, 8 or more vertebral segments",High,0.9878884,High
Anesthesia for procedure on heart and great blood vessels,Moderate-Low,0.47918347,High
Open treatment of broken eye socket bone with implant,High,0.7804914,High
Removal of tissue of palm,High,0.86112624,High
Incision of eye bone to reduce pressure,Moderate-Low,0.4769499,High
Removal of elbow joint hardware,High,0.8898215,High
Removal of forearm bone cyst or growth with donor bone graft,Moderate-High,0.7276038,High
Plastic repair of vagina for intersex state,Low,0.37876016,High
Repair of knee joint using an endoscope,High,0.9774099,High
Repair of finger tendon with graft,High,0.99755645,High
Repair of opening into cochlea,High,0.97827303,High
Removal of cataract with insertion of lens,Moderate-High,0.9422348,High
Endocrine system procedure using an endoscope,High,0.5367735,High
Creation of drainage tract from tear sac to the nasal cavity,Moderate-High,0.6030364,High
Reshaping of nasal cartilage,High,0.95887446,High
Suture repair of great vessels of heart and chest,High,0.7380597,High
Incision of pelvic and thigh bone,High,0.55727744,High
Removal of entire shoulder joint lining using an endoscope,High,0.9793211,High
Removal of wrist bone cyst or growth,High,0.94748354,High
Removal of implant material from inside the eye,High,0.8082797,High
Repair of blood vessel of neck with graft,High,0.50436944,High
Partial removal of nasal sinus,High,0.95340586,High
Incision and repair of bony defect of cheek bone including bony segment reduction,High,0.7865068,High
Removal of eye fluid (vitreous) between the lens and retina,High,0.8881545,High
Insertion of catheters into breast for radiation therapy with or after breast removal using imaging guidance,High,0.9366641,High
Repair of esophageal defect with repair of abnormal drainage tract,High,0.86902565,High
Open treatment of broken upper arm bone at elbow,High,0.8576244,High
Removal of elbow joint hardware,High,0.8898215,High
Reconstruction of upper heart chamber tissue and alteration of electrical pathway using an endoscope,High,0.90344256,High
Removal of lining of lung using an endoscope,High,0.93850416,High
Removal of excessive skin of lower eyelid,High,0.98431236,High
Removal of joint joining rib and spine bone,High,0.6405148,High
Removal of thymus gland using an endoscope,High,0.9963637,High
Removal of malignant growth of stomach,High,0.921219,High
Lengthening of tendon of hand or finger,Moderate-High,0.84764934,High
Repair of defect of roof of mouth,High,0.88358,High
Correction of widely-opened upper eyelid,High,0.9530633,High
Connection of lower portion of urinary duct (ureter) to bladder,High,0.9511453,High
Spine procedure,Very-High,0.54020035,High
Removal of kidney and urinary duct (ureter) with partial removal of bladder,High,0.9844513,High
Creation of sling around male bladder canal (urethra) to control leakage,High,0.7072054,High
Transplant or transfer of multiple thigh tendons,High,0.8506037,High
Fusion of multiple foot joints,High,0.9139983,High
Creation of multiple tissue skin graft,Moderate-High,0.73607576,High
Replacement of lower heart chamber assistive blood flow device,Very-High,0.99375725,High
Transplantation of tissue from one cornea to other cornea,High,0.8955323,High
Lengthening of tendon of hand or finger,Moderate-High,0.84764934,High
Removal of cyst or growth from sac that covers the heart,High,0.8073902,High
Repair of non-healed foot bone,High,0.970333,High
Insertion of shunts to bypass blood flow to liver using imaging guidance,High,0.8394128,High
Reconstruction of upper arm bone,High,0.7836144,High
Removal of spine bone with severing of nerve roots,High,0.48880553,High
Relocation of tendon of forearm and/or wrist,High,0.89105475,High
Repair of bulging (aneurysm) or tear in abdominal aorta,High,0.97685915,High
Repair of spinal fluid leak into nasal sinus using an endoscope,High,0.98929733,High
Open treatment of broken thigh bone,Moderate-High,0.61156356,High
Open treatment of broken nasal and cheek bones with wiring of teeth and/or insertion of hardware,High,0.44558772,High
Removal of foreign body in lung,Moderate-High,0.43214417,High
Fusion of foot joint,High,0.97369653,High
Partial removal of thyroid lobe on one side of the neck plus the same operation on the opposite side of the neck including the tissue in between,Low,0.33353686,High
Partial removal of bone and/or release of upper spinal cord or spinal nerves,High,0.65336597,High
Relocation of forearm tendon and muscle,High,0.9767461,High
Insertion of great vessel graft,High,0.81191236,High
"Transfer of tendon of hand, all four fingers",High,0.51063335,High
Repair of diseased or ruptured bulging (aneurysm) artery of upper thigh,High,0.98764753,High
Removal of foreign body from lining of chest cavity using an endoscope,High,0.80102074,High
"Removal of kidney and partial removal of urinary duct (ureter), open procedure",High,0.8737354,High
Reattachment of shoulder joint capsule,High,0.9853957,High
Removal (less than 5 centimeters) tissue growth of upper arm or elbow,High,0.9582671,High
Amputation of penis and removal of lymph nodes on both sides of the groin,High,0.865302,High
Incision of tissue of forearm and/or wrist muscle compartment with removal of muscle and/or nerve,High,0.98419756,High
Repair of diseased or ruptured bulging (aneurysm) artery of lower leg,High,0.9865848,High
Tying of major chest artery,High,0.6396999,High
Fusion of ankle joint,High,0.95098346,High
"Catheter based repair of left lower heart (aortic) valve, accessed through the skin",High,0.968543,High
Open treatment of broken ankle,Moderate-High,0.7002024,High
Removal of eye contents,High,0.61132777,High
Correction of bunion,High,0.9786598,High
Removal of excessive skin and tissue beneath the skin of leg,High,0.77967775,High
"Destruction of 1 or more growths in one kidney, accessed through the skin",High,0.9879716,High
Repair of thigh bone with insertion of rod,High,0.6929813,High
Plastic revision of prior eye socket and facial bone repair,Very-High,0.8869661,High
Removal of implanted lens in eye,High,0.9377691,High
Incision of vagus nerves of stomach using an endoscope,Moderate-High,0.6998478,High
"Evaluation and insertion of catheters for recording, pacing, and attempted induction of abnormal heart rhythm",High,0.81356907,High
Removal or shaving of hip joint socket cartilage using an endoscope,High,0.9952224,High
Open treatment of broken shin bone,Moderate-High,0.6716639,High
Removal of foreign body or clot protein deposit in lung lining,High,0.8016313,High
Incision and repair of bony defect of cheek bone including bony segment reduction,High,0.7865068,High
Repair of shoulder joint,High,0.9783577,High
Removal or scraping of bone cyst or growth of ankle bone with graft from hip or other bone,Moderate-High,0.69113564,High
Creation of blood flow from left lower heart chamber to aorta,Very-High,0.93373,High
Removal of growth of ear canal,High,0.94506717,High
Removal of pressure sore and lower pelvic bone with skin graft,High,0.8804781,High
Repair of tendon or muscle of forearm and/or wrist,High,0.9935074,High
Reconstruction of kidney,High,0.9275222,High
Repair of webbed finger,High,0.80890286,High
Internal insertion of eye fluid drainage device,High,0.8940203,High
"Placement of stent of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",High,0.85690343,High
Reconstruction of hip socket and repair of thigh bone using an endoscope,High,0.5874301,High
Incision and repositioning of cheek bone,High,0.53095,High
Repair to increase depth of mouth,Very-High,0.9494145,High
Removal of bone joints between wrist and fingers,Moderate-High,0.41861573,High
Bypass of diseased or blocked artery (arm to arm artery),High,0.97476834,High
Anesthesia for procedure on major lower abdominal wall blood vessels,Moderate-Low,0.37023732,High
Repair of membrane opening of middle to inner ear,High,0.96869636,High
Reattachment of nasal and eye socket ligament,High,0.32992893,High
Removal or scraping of bone cyst or growth of toes,High,0.72756666,High
Repair of finger tendon with graft,High,0.99755645,High
Vaginal delivery after prior cesarean delivery with post-delivery care,High,0.94116074,High
Removal of (2 centimeters or greater) soft tissue growth of face or scalp,Moderate-High,0.81532705,High
Fusion of ankle joint using an endoscope,High,0.9819918,High
Removal of nasal sinus tissue using an endoscope,High,0.9650088,High
Partial removal of bone and/or release of upper spinal cord or spinal nerves,High,0.65336597,High
Removal of scar tissue to release tendon of palm or finger,High,0.990672,High
Open treatment of broken wrist bone,High,0.6742482,High
Suture of hand or foot common sensory nerve,High,0.9345338,High
Repair of diseased or bulging (aneurysm) artery of upper chest or neck,High,0.99226075,High
Fusion of foot joint using an endoscope,High,0.9915276,High
Creation of brain fluid drainage shunt,Very-High,0.9832871,High
Repair of blood vessel of neck,High,0.9285612,High
Destruction of tissue and reconstruction of right lower heart on heart-lung machine,High,0.531544,High
Incision of hip joint with exploration or removal of loose or foreign body,High,0.9731914,High
"Insertion of stents into vertebral artery via catheter, open or accessed through the skin including radiologic supervision and interpretation",Moderate-High,0.5188778,High
Removal of rectal tumor using an endoscope,High,0.39016992,High
Repair of bulging (aneurysm) wall or tear in abdominal aorta,High,0.93777966,High
Repair of facial nerve,High,0.89671206,High
Removal of previously transplanted donor kidney,High,0.7787926,High
Removal or re-exploration of parathyroid glands,High,0.8962591,High
Removal of windpipe cartilage growth,Very-High,0.35091886,High
Reconstruction of upper arm bone,High,0.7836144,High
Repair of mucous lining of nasal passage with graft,High,0.98839253,High
Open treatment of broken and/or dislocated upper or lower arm bones at elbow,High,0.6702574,High
Removal of blood clot and portion of artery of upper thigh artery,High,0.67853683,High
Removal of growth of pancreas,High,0.9036788,High
Procedure at chest cavity below breast bone,High,0.85441107,High
Removal of kidney stones,High,0.7814158,High
Exploration of spinal fusion,High,0.85304946,High
Insertion of vascular bone graft into wrist bone,High,0.45812702,High
Dilation to improve eye fluid flow,High,0.9499903,High
Bypass of diseased or blocked artery (lower thigh to lower leg artery),High,0.9678679,High
Removal of bladder,Moderate-Low,0.63047534,High
Removal of spinal neurostimulator electrodes,High,0.75055164,High
Bypass of diseased or blocked artery (upper leg to lower leg artery),High,0.95698476,High
Repair of diseased or bulging (aneurysm) artery of groin,High,0.994451,High
Anesthesia for procedure on middle spine and spinal cord with 1 lung ventilation,High,0.93736553,High
Repair of finger tendon,High,0.9734215,High
Repair of elbow joint,High,0.9884752,High
Incision of finger,High,0.7109895,High
Removal of pressure sore and bone at sacrum in preparation of muscle flap or skin graft,High,0.9966241,High
Reattachment of nasal and eye socket ligament,High,0.32992893,High
"Revision of arterial bypass of groin with placement synthetic graft, open procedure",High,0.95462364,High
Repair of ankle joint with prosthesis,High,0.97694075,High
Partial removal of bladder,High,0.89332855,High
Drainage or removal of liver duct stone,High,0.9365623,High
Partial removal of ankle joint lining using an endoscope,High,0.99200845,High
Open treatment of broken forearm bone at elbow,Moderate-High,0.5659303,High
Bypass of diseased or blocked artery (arm to opposite arm artery),High,0.98640835,High
Removal of pancreatic duct stones,High,0.8457062,High
Fusion of hand joint with bone graft,High,0.9834699,High
Removal of abdominal cavity lymph nodes,High,0.9141359,High
Open treatment of hip socket fracture with insertion of hardware,High,0.6505926,High
Repair of diseased or bulging (aneurysm) artery of forearm,High,0.9946944,High
Correction of bunion,High,0.9786598,High
Laser destruction of prostate including control of bleeding using an endoscope,Moderate-Low,0.7195952,High
"Fixation of rectum to sacrum, perineal approach",High,0.963171,High
Creation of eye fluid drainage tract,High,0.954728,High
Repair of finger tendon using tissue,High,0.9799098,High
Exchange of lens prosthesis,High,0.82820904,High
Partial removal of uterus (greater than 250 grams) with retention of cervix using an endoscope,High,0.8884109,High
Creation of large bowel drainage tract to skin surface,High,0.95726174,High
Repair of shoulder joint,High,0.9783577,High
Open treatment of broken and/or dislocated upper or lower arm bones at elbow,High,0.6702574,High
Reconstruction of urinary duct (ureter),High,0.8885803,High
Correction of bunion,High,0.9786598,High
Removal of eye contents,High,0.61132777,High
Removal or revision of neurostimulator pulse generator or receiver,High,0.94137967,High
Suture of pancreatic injury,High,0.7723522,High
Suture of stomach laceration,High,0.94682616,High
Repair of bladder and/or bladder canal (urethra),High,0.9151877,High
Anesthesia for bypass graft from groin artery to shoulder or underarm artery,High,0.88572913,High
Reconstruction and (up to 5 centimeter in diameter) graft of skull bone defect,High,0.93801415,High
Fusion of wrist joint with bone graft from wrist,High,0.95496744,High
Removal of malignant growth of lower jaw bone,High,0.93723476,High
Repair of hip socket with removal of head of thigh bone,High,0.5920411,High
"Catheter based closure of congenital heart defect with implant, accessed through the skin",Very-High,0.9352788,High
Removal and replacement of infected components of inflatable penile prosthesis,High,0.8179866,High
Removal of blood clot and portion of artery of neck,High,0.97016776,High
Reconstruction of lower eyelid by transfer of eyelid tissue from opposite eyelid,High,0.50021565,High
Bypass of diseased or blocked artery (arm to upper leg artery),High,0.98832,High
Removal of lens material and capsule for dislocated lens,High,0.5818828,High
"Removal of kidney and partial removal of urinary duct (ureter), open procedure",High,0.8737354,High
"Repair of tendon, finger and/or hand",High,0.84007,High
Anesthesia for procedure on blood vessel in brain,High,0.49600658,High
Tying of major artery of the abdomen,High,0.8253689,High
Bypass of diseased or blocked artery (arm to opposite arm artery),High,0.98640835,High
Partial removal of salivary gland growth with release of facial nerve,High,0.9436024,High
Open treatment of growth plate or broken upper arm bone at elbow,High,0.8775455,High
"Suture of large bowel ulcer, defect, wound, injury, or rupture with creation of opening",High,0.8506717,High
Repair of the throat at esophagus,High,0.96794164,High
Relocation of forearm tendons,High,0.97151405,High
Removal of growth of ear canal,High,0.94506717,High
Partial removal of stomach,High,0.49933764,High
Laser destruction of eye fluid (vitreous) between the lens and retina,High,0.89744985,High
Anesthesia for procedure on brain patient in sitting position,High,0.88288826,High
Repair of non-healed hand or finger bone,High,0.98880416,High
Suture of wound or injury to windpipe cartilage,Moderate-High,0.92747134,High
Removal of thyroid,High,0.98958695,High
Removal of blood clot and portion of artery of upper thigh artery,High,0.67853683,High
Repair of muscle at esophagus and stomach using an endoscope,High,0.9777843,High
Removal of heel bone spur,Moderate-High,0.9693579,High
Removal of bone with drainage from cavity behind eye,High,0.6941599,High
Fusion of finger joint,High,0.5433297,High
Partial removal of stomach,High,0.49933764,High
Open treatment of broken forearm bone and closed treatment of joint dislocation,Moderate-Low,0.5434703,High
Removal of nerve of hamstring muscle,High,0.9649159,High
Closed treatment of broken jaw bone with insertion of hardware or oral splint,Very-High,0.4868026,High
Removal of blood flow assist device and repair of aorta,High,0.8472074,High
Repair non-healed fracture of forearm bones with patient-derived bone graft,Very-High,0.8598859,High
Repair of non-healed fracture of thigh bone,High,0.99032634,High
Removal of excessive skin of upper eyelid,High,0.9806158,High
Transplantation of fetal sac tissue to cornea,High,0.82217216,High
Surgical treatment of broken thigh bone,High,0.6929621,High
Bypass of diseased or blocked artery (arm to opposite arm artery),High,0.98640835,High
Removal of eye contents with insertion of implant,High,0.95388883,High
Release or removal of shoulder scar tissue using an endoscope,High,0.87558657,High
Partial removal of rectum,High,0.9178612,High
Repair of trapped incisional or abdominal hernia,High,0.5335477,High
Removal of membrane from the retina,High,0.9454437,High
Removal of cyst or growth of upper arm bone with donor bone graft,Moderate-High,0.6943622,High
Partial removal of bone and/or release of lower spinal cord or spinal nerves,High,0.90380573,High
"Insertion of stents and blood clot protection device in neck artery, open or accessed through the skin",High,0.9364788,High
Partial removal of shoulder joint lining using an endoscope,High,0.9925788,High
Removal or repair of collar bone and shoulder blade joint,High,0.8861895,High
Removal (less than 5 centimeters) tissue growth of back or flank,High,0.9906944,High
Fusion of hand joint,High,0.9888649,High
Removal of eyeball with implant attached to muscles,High,0.9376889,High
"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",High,0.5603048,High
Insertion of permanent ocular prosthesis into orbit with muscle attachment,High,0.6173349,High
Incision or removal of cranial nerve,High,0.85062987,High
"Incision of the bladder canal (urethra) using an endoscope, male",Moderate-Low,0.9591952,High
Revision to reshape nasal bones after previous repair,High,0.8639091,High
Repair of abnormal lung vein blood return to left upper heart chamber,Very-High,0.47721455,High
Bypass of diseased or blocked artery (aorta to upper leg artery),High,0.56336105,High
Partial removal of throat,High,0.89158374,High
"Replacement of aortic valve with prosthetic valve, open procedure",Very-High,0.894254,High
Removal or destruction of growth in nose,Moderate-High,0.6145402,High
Incision to correct foot or ankle bones with patient-derived bone graft,High,0.67063093,High
Implantation of corneal ring segments,Low,0.46672526,High
Open treatment of ankle dislocation with repair or internal or external hardware,Moderate-High,0.80920374,High
Removal of growth of hand,Moderate-High,0.86665165,High
Anesthesia for procedure on brain,High,0.8801937,High
Fusion of foot joint,High,0.97369653,High
Repair of incisional or abdominal hernia,Moderate-High,0.70049417,High
Removal of gallbladder,High,0.7832982,High
"Suture of large bowel ulcer, defect, wound, injury, or rupture",High,0.49761757,High
Incision of voice box to repair thyroid cartilage fracture,High,0.94713736,High
Removal of anterior spinal instrumentation,High,0.9314704,High
Removal of growth of peripheral nerve or nerve lining,High,0.75178576,High
Open treatment of broken wrist,Moderate-High,0.5893443,High
Fusion of part of wrist joint,High,0.64847994,High
Transplant of tendon of hand,High,0.98951423,High
Removal of excessive skin of upper eyelid,High,0.9806158,High
Placement of (up to 4 centimeter length) arm or leg nerve graft,High,0.9765841,High
Removal of stomach reduction device and port beneath the skin using an endoscope,High,0.7701749,High
Anesthesia for procedure on esophagus,High,0.8719344,High
"Removal or crushing kidney stone (over 2 centimeters) or insert kidney stent using an endoscope, accessed through the skin",High,0.9151744,High
Repair of rectal prolapse with partial removal of lower large bowel using an endoscope,High,0.93050617,High
Partial removal of breast and underarm lymph nodes,Moderate-High,0.5026048,High
Incision of shin and outer lower leg bones,Moderate-High,0.42669854,High
Anesthesia for procedure on arteries of lower leg including bypass graft,Moderate-High,0.67649674,High
Creation of brain fluid drainage shunt,Very-High,0.9832871,High
"Catheter based closure of congenital heart defect with implant, accessed through the skin",Very-High,0.9352788,High
Insertion of drainage device and creation of fluid reservoir in front chamber of eye,High,0.4900528,High
"Suture of peripheral nerve, arm or leg, with relocation to new site",High,0.9075371,High
"Anesthesia for open or endoscopic amputation of arm, shoulder blade, and collar bone",High,0.9013968,High
Closure of abnormal drainage tract of small bowel,High,0.9856188,High
"Insertion of posterior spinal instrumentation at base of neck for stabilization, 1 interspace",High,0.9092775,High
Insertion of prosthetic material to enlarge lower jaw bone,Very-High,0.81225145,High
Removal of pressure sore and bone at sacrum with skin graft,High,0.95902085,High
"Suture of multiple small bowel ulcers, defects, wounds, injuries, or rupture",High,0.910604,High
Vaginal removal of uterus and vagina with repair of herniated bowel into rectum or vagina,High,0.981666,High
Removal of (less than 5 centimeters) tissue growth of pelvis or hip,High,0.8619843,High
Removal of dead or infected foot joint tissue using an endoscope,High,0.9431474,High
Connection of extra urinary duct (ureter) to bladder,High,0.94920087,High
Repair of bladder canal (urethra) and/or lower bladder for incontinence,Moderate-Low,0.65934473,High
"Suture of large bowel ulcer, defect, wound, injury, or rupture",High,0.49761757,High
Removal and reconnection of diseased or injured portion of urinary duct (ureter),High,0.96839553,High
Abdominal removal of uterus,High,0.8775265,High
Excision of corneal tissue to correct astigmatism,Moderate-Low,0.558734,High
Repair of the muscle separating the chest and abdominal cavities,High,0.99226135,High
Open treatment of broken and/or dislocated upper or lower arm bones at elbow with implant,High,0.86283875,High
Total removal of breast,Moderate-High,0.7422257,High
Removal of fluid-filled sac (bursa) of wrist joint lining or forearm tendon,High,0.9547857,High
Cesarean delivery after vaginal delivery attempt due to prior cesarean delivery,High,0.8922001,High
"Removal of thymus gland surrounding lymph nodes, sternal or chest approach",High,0.9800178,High
Incision to repair wrist joint with repair of cartilage,High,0.96659774,High
Repair of stomach outlet muscle and severing of vagus nerve,High,0.52740604,High
"Reconstruction of bladder canal (urethra), male",High,0.9347222,High
Release of capsule of ankle joint,Moderate-High,0.9192049,High
Destruction of kidney growths using an endoscope,High,0.6912189,High
Removal of air sac of lung,High,0.9622803,High
Creation of small bowel opening using an endoscope,Moderate-High,0.4801867,High
Incision of nasal sinus with placement of bone graft,High,0.9212739,High
Procedure on abdomen using an endoscope,Moderate-Low,0.63183206,High
Fusion of knee,High,0.966458,High
Anchoring of biceps tendon,High,0.9742663,High
Removal (3 centimeters or greater) tissue growth of hand or finger,High,0.94960237,High
Removal of gallbladder with exploration of common bile duct,High,0.97367114,High
Removal (3 centimeters or greater) tissue growth at forearm and/or wrist,High,0.8900938,High
Repair of knee joint with bone graft and hardware using an endoscope,High,0.9870237,High
Tying off congenital blood flow tract defect,Moderate-High,0.9251684,High
Stereotactic treatment of brain growth,Very-High,0.80174905,High
Tying or stapling of perforation at junction of esophagus and stomach,High,0.89944565,High
Repair of blood vessel of neck with graft,High,0.50436944,High
Removal and replacement of inflatable bladder canal (urethra) or bladder neck sphincter,High,0.8128929,High
"Placement of stent of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",High,0.85690343,High
Removal (5 centimeters or greater) tissue growth in abdominal wall,High,0.8825811,High
Exploration of nasal sinus using an endoscope,Very-High,0.6371571,High
Repair of bladder canal (urethra) and/or lower bladder for incontinence,Moderate-Low,0.65934473,High
"Abdominal removal of uterus (greater than 250 grams), tubes, and/or ovaries using an endoscope",High,0.9935963,High
Incision of nasal sinus,Moderate-High,0.86099577,High
Removal of loose or foreign body of shoulder using an endoscope,High,0.90987945,High
Bypass of diseased or blocked artery (neck to brain artery),High,0.97405833,High
Removal (less than 3 centimeters) tissue growth of hand or finger,High,0.8618317,High
Removal or shaving of knee joint cartilage using an endoscope,High,0.9846491,High
Incision of shin bone,Moderate-High,0.9288134,High
Partial removal of pancreatic and common bile ducts,High,0.9529235,High
"Exploration of abdomen for postsurgical bleeding, blood clot, or infection",High,0.62207216,High
Reconstruction of lower jaw or cheek bone with implant,Very-High,0.98786175,High
Closure of abnormal drainage tract within small bowel or small to large bowel,High,0.93227637,High
Open treatment of collar bone and shoulder joint dislocation with tissue graft,Moderate-High,0.6913536,High
Open treatment of hinge of jaw bone fracture,High,0.8336374,High
Bypass of diseased or blocked artery (groin to upper leg artery),High,0.91996086,High
Treatment of broken shin bone,Moderate-Low,0.6546415,High
Realignment of the eye with repair of two horizontal eye muscles,High,0.96260613,High
Open treatment of broken thigh bone,Moderate-High,0.61156356,High
Total removal of thyroid lobe on one side of the neck plus partial removal of thyroid lobe on the opposite side of the neck including the tissue in between,High,0.4866265,High
Repair of ankle joint with revision of prosthesis,High,0.96882105,High
"Repair of torn tendons of shoulder, open procedure",High,0.98600477,High
Transplant of tendon to palm,High,0.996985,High
Partial removal of bladder,High,0.89332855,High
Reconstruction of small bowel opening,High,0.8399537,High
Repair of left upper heart,Moderate-High,0.417527,High
Reconstruction of nipple or area around nipple,High,0.5888982,High
Creation of drainage tract from throat to windpipe,Moderate-High,0.43152285,High
Removal of permanent right heart electrodes and pacemaker,Moderate-High,0.8111639,High
Removal of gallbladder cyst,High,0.86436206,High
Control of bleeding in chest using an endoscope,High,0.8827066,High
Placement of multiple nerve sections for grafting,High,0.32452762,High
Removal of growth of sclera,Moderate-High,0.91927797,High
Reinsertion of torn biceps or triceps tendon at elbow,Moderate-Low,0.46488205,High
Lengthening of tendon of hand or finger,Moderate-High,0.84764934,High
Repair of injury to muscle separating the chest and abdominal cavities,High,0.9915456,High
Open treatment of knee dislocation,Moderate-High,0.63904136,High
Suture of muscle separating the chest and abdominal cavities to restore function,High,0.9582274,High
Harvest of patient bone marrow for transplantation,Moderate-Low,0.9783664,High
Abdominal removal of fibroid tumors (greater than 250 grams) of uterus,High,0.972298,High
Removal and replacement of defibrillator pulse generator,Moderate-High,0.5306302,High
Voice box procedure,High,0.5809268,High
Upper arm and elbow procedure,Moderate-High,0.90935963,High
Removal of lens material and capsule for dislocated lens,High,0.5818828,High
"Suture of peripheral nerve, arm or leg",High,0.9535179,High
"Insertion of central venous catheter and implanted device for infusion beneath the skin, patient younger than 5 years",High,0.6385731,High
Incision through sinus at cheek bone to reach nerves and blood vessels,Very-High,0.8948433,High
Partial removal of stomach,High,0.49933764,High
Correction of bunion,High,0.9786598,High
Repair of conjunctiva,Moderate-High,0.49544284,High
Repositioning of bone between chin and thyroid,High,0.8865512,High
Removal of mammary implant material,High,0.9558397,High
Anesthesia for partial removal of liver or management of bleeding including use of an endoscope,High,0.9339447,High
"Balloon dilation of blood vessel in head, accessed through the skin",High,0.85120136,High
Tying common iliac vein (groin vein),High,0.8631694,High
Repair of nerve with graft,High,0.9737906,High
Removal of windpipe cartilage growth,Very-High,0.35091886,High
Repair of non-healed shin bone with insertion of hardware,High,0.9739388,High
Bypass of diseased or blocked artery (upper leg to lower leg artery),High,0.95698476,High
Repair of blood vessel of arm with vein graft,High,0.94119906,High
Removal of dead or infected finger joint tissue using an endoscope,High,0.8780434,High
"Occlusion of head or neck artery, accessed through the skin",High,0.8728096,High
Fusion of multiple foot joints,High,0.9139983,High
"Incision, exploration, and removal of foreign body of upper or lower heart chamber on heart-lung machine",High,0.8470461,High
Suture of injured bile duct,High,0.96397316,High
Removal of lower jaw bone,High,0.8403904,High
Transplantation of patient's bone marrow or blood-derived stem cells,High,0.8940725,High
Removal of tendon in hand or finger with rod insertion,Moderate-High,0.7980551,High
Partial removal of bone and/or release of lower spinal cord or spinal nerves,High,0.90380573,High
Removal of blood clot in vena cava,High,0.9381286,High
Removal of growth of ear canal,High,0.94506717,High
Anesthesia for procedure on major abdominal blood vessels,High,0.90360636,High
Release and/or relocation of ulnar nerve at elbow,Moderate-High,0.7502874,High
Repair and repositioning of abnormally positioned duct (ureter),High,0.73778766,High
Repair of windpipe cartilage,High,0.57354945,High
Insertion of intravascular stents in neck artery with radiological supervision and interpretation,Very-High,0.30512038,High
Oral removal of upper jaw bone growth or cyst,High,0.7581129,High
